group,horizon_step,n_elements,k_mean,CP_before,CP_after,MPIW_before,MPIW_after,Reliability_before,Reliability_after,CWC_before,CWC_after
Aggregate,all,546130,0.8392475843429565,0.9767363082050061,0.940536136084815,439.144287109375,362.1936950683594,0.026736308205006165,0.009463863915184945,0.4206564426422119,0.903831603684558
Ankara,all,109644,0.8108729720115662,0.9857538944219474,0.9440553062639087,440.6553955078125,352.2264404296875,0.03575389442194743,0.0059446937360913,0.43287232518196106,0.8117737317011248
Antalya,all,108468,0.779275119304657,0.9829903750414869,0.9401666851052846,459.83721923828125,353.69110107421875,0.03299037504148694,0.009833314894715395,0.4500662684440613,0.9121857193771647
Konya,all,109476,0.8306044340133667,0.9797307172348277,0.9426084255909971,457.8918151855469,374.1744384765625,0.029730717234827786,0.0073915744090028435,0.4431697428226471,0.8862116355519445
Rize,all,109043,0.9841869473457336,0.9522757077483195,0.9501297653219373,372.5550231933594,363.9266662597656,0.002275707748319533,0.00012976532193731405,0.38008061051368713,0.37127795815467834
Van,all,109499,0.791373074054718,0.9828765559502827,0.9257527466004256,464.7014465332031,366.8927001953125,0.032876555950282715,0.024247253399574342,0.44582951068878174,1.535187649866773
Aggregate,1,22758,0.8392173647880554,0.9950786536602514,0.9650672291062483,426.7490539550781,351.4786682128906,0.04507865366025143,0.015067229106248359,0.40878304839134216,0.3366815447807312
Aggregate,2,22758,0.8392173647880554,0.9924422181211002,0.9617716846823096,430.2555236816406,354.3889465332031,0.04244221812110027,0.011771684682309602,0.41214191913604736,0.3394692838191986
Aggregate,3,22758,0.8392173647880554,0.988092099481501,0.9579049125582213,430.18292236328125,354.4447937011719,0.03809209948150105,0.007904912558221344,0.4120723605155945,0.3395227789878845
Aggregate,4,22758,0.8392173647880554,0.9841374461727744,0.9522805167413657,433.93487548828125,357.68670654296875,0.03413744617277448,0.0022805167413657568,0.4156663715839386,0.34262821078300476
Aggregate,5,22758,0.8392173647880554,0.9813252482643466,0.9443272695315933,436.5417785644531,359.98248291015625,0.03132524826434668,0.0056727304684066615,0.4181635081768036,0.8027408258931347
Aggregate,6,22753,0.8392212390899658,0.978728079813651,0.9397881598031029,439.1122131347656,362.229736328125,0.028728079813650997,0.010211840196897026,0.4206257462501526,0.9251448520591411
Aggregate,7,22753,0.8392364978790283,0.9788599305586076,0.9433481299169341,439.4090576171875,362.5246887207031,0.028859930558607694,0.006651870083065892,0.4209100902080536,0.8315480141732305
Aggregate,8,22753,0.8392450213432312,0.9775853733573595,0.9418098712257724,439.27459716796875,362.5271301269531,0.027585373357359555,0.008190128774227534,0.42078128457069397,0.870271517860994
Aggregate,9,22753,0.8392450213432312,0.9776293236056783,0.9375906473871577,439.7361145019531,362.9373779296875,0.02762932360567838,0.012409352612842262,0.42122337222099304,0.9942310045352105
Aggregate,10,22753,0.8392450213432312,0.9763108161561113,0.9354810354678504,440.80548095703125,363.7904357910156,0.026310816156111305,0.014518964532149514,0.4222477078437805,1.0686646863007139
Aggregate,11,22753,0.8392450213432312,0.9758713136729222,0.9371950951522876,442.4391174316406,365.14129638671875,0.02587131367292228,0.01280490484771235,0.4238125681877136,1.0132618200766457
Aggregate,12,22753,0.8392450213432312,0.976882169384257,0.9413703687425834,447.2720031738281,369.1549377441406,0.026882169384257026,0.008629631257416559,0.42844200134277344,0.8980148482120166
Aggregate,13,22753,0.8392450213432312,0.976882169384257,0.9395684085615084,447.59527587890625,369.41168212890625,0.026882169384257026,0.010431591438491594,0.4287516474723816,0.9500020671484036
Aggregate,14,22753,0.8392450213432312,0.9770140201292137,0.9385136026018547,449.9958190917969,371.3542785644531,0.027014020129213723,0.011486397398145276,0.4310511350631714,0.9874520954695418
Aggregate,15,22753,0.8392450213432312,0.9760910649145168,0.9386894035951303,449.1034240722656,370.6019287109375,0.02609106491451685,0.011310596404869644,0.4301963150501251,0.9799342083642065
Aggregate,16,22753,0.8392450213432312,0.9759152639212412,0.9372829956489254,448.6524963378906,370.1905212402344,0.025915263921241216,0.01271700435107459,0.42976436018943787,1.0243234262401206
Aggregate,17,22753,0.8392450213432312,0.9760471146661979,0.9372390454006065,446.44891357421875,368.34869384765625,0.026047114666197912,0.012760954599393415,0.42765355110168457,1.0206931158025803
Aggregate,18,22756,0.8392472267150879,0.9746879943751099,0.938038319564071,444.2548828125,366.5129699707031,0.024687994375109934,0.011961680435928934,0.4255518913269043,0.989573121770063
Aggregate,19,22758,0.8392595052719116,0.9747781000087882,0.9384831707531418,443.6608581542969,366.0133056640625,0.024778100008788218,0.011516829246858151,0.42498287558555603,0.9741983199806863
Aggregate,20,22758,0.8392773270606995,0.9731962386852975,0.9390983390456104,439.8732604980469,362.8251037597656,0.02319623868529752,0.010901660954389603,0.421354740858078,0.9469881668368488
Aggregate,21,22758,0.8392909169197083,0.972141664469637,0.9388786360840145,438.3592529296875,361.4884338378906,0.022141664469637057,0.011121363915985505,0.4199044704437256,0.9500962245484609
Aggregate,22,22758,0.8392909169197083,0.9685385358994639,0.9313647947974338,435.0611572265625,358.68011474609375,0.01853853589946397,0.01863520520256612,0.41674521565437317,1.2159201478333417
Aggregate,23,22758,0.8392909169197083,0.9608049916512874,0.9257403989805782,427.8110046386719,352.5385437011719,0.010804991651287454,0.024259601019421706,0.40980029106140137,1.4735376205478556
Aggregate,24,22758,0.8392909169197083,0.9526320414799192,0.9120309341769927,422.94708251953125,348.4081115722656,0.002632041479919245,0.0379690658230073,0.405141144990921,2.5616436283618484
