month,n_calibration,k
1,36946,0.8424383705373646
2,37280,0.8700009406181443
3,33325,0.8982090029392679
6,5624,0.7852689438140547
7,53718,0.6710554133445901
8,51880,0.7936956597271838
9,44865,0.855551285198585
10,42049,0.8433664543313829
11,37132,0.878652633748997
12,36656,0.8925942911395596
