group,subset,RMSE,MAE,R2,CP,PINW,MPIW,Reliability,CWC,CRPS,n_samples,n_elements
Aggregate,all_hours,72.95897674560547,39.93761444091797,0.9304161738569536,0.987631638546031,0.24161192774772644,252.42405700683594,0.03763163854603102,0.24161192774772644,28.97114227417345,44155,1059720
Aggregate_excl_Rize,all_hours,70.94328308105469,39.457401275634766,0.938473183233281,0.991470624315857,0.25196582078933716,263.2413024902344,0.04147062431585702,0.25196582078933716,28.775460439553203,35324,847776
Ankara,all_hours,71.57440185546875,39.7674674987793,0.9350500827915469,0.9912429698410901,0.24970367550849915,254.45555114746094,0.041242969841090105,0.24970367550849915,28.64759050330287,8831,211944
Antalya,all_hours,68.41099548339844,38.282039642333984,0.9430236017496091,0.9922290793794587,0.2582257390022278,264.3792724609375,0.042229079379458745,0.2582257390022278,28.033704988081514,8831,211944
Konya,all_hours,73.00005340576172,41.030277252197266,0.9364912444135356,0.9905776997697505,0.2553516626358032,264.28131103515625,0.040577699769750564,0.2553516626358032,29.560743491739753,8831,211944
Rize,all_hours,80.51871490478516,41.85847091674805,0.8778777373358078,0.9722756954667271,0.2132059633731842,209.15504455566406,0.02227569546672714,0.2132059633731842,29.75386961265443,8831,211944
Van,all_hours,70.7094955444336,38.74982452392578,0.9391944840542717,0.9918327482731287,0.25829052925109863,269.8490295410156,0.04183274827312877,0.25829052925109863,28.85980277508867,8831,211944
Aggregate,daylight,101.63101959228516,77.4956283569336,0.8701924371929964,0.9760002197279036,0.4691872000694275,489.8079528808594,0.026000219727903673,0.4691872000694275,56.21610036216118,44155,546130
Aggregate_excl_Rize,daylight,98.802490234375,76.5317611694336,0.8813290977410488,0.9834563828253872,0.4892057776451111,510.58404541015625,0.03345638282538721,0.4892057776451111,55.81301834555284,35324,437087
Ankara,daylight,99.5120849609375,76.87128448486328,0.8781165882704376,0.983072489146693,0.4831799864768982,491.8675842285156,0.03307248914669303,0.4831799864768982,55.37635366852745,8831,109644
Antalya,daylight,95.62812805175781,74.80223083496094,0.8884643310865998,0.9848157982077663,0.505614161491394,516.591064453125,0.03481579820776637,0.505614161491394,54.77722065488391,8831,108468
Konya,daylight,101.57205963134766,79.43404388427734,0.8773840465910172,0.9817585589535606,0.49519461393356323,511.64495849609375,0.03175855895356061,0.49519461393356323,57.229184648811525,8831,109476
Rize,daylight,112.25572204589844,81.35921478271484,0.7921224034392316,0.9461130012930679,0.41474103927612305,406.5291748046875,0.003886998706932099,0.918452829173103,57.83181076441799,8831,109043
Van,daylight,98.37464904785156,75.00336456298828,0.881165903190824,0.984191636453301,0.5011025071144104,522.3141479492188,0.03419163645330103,0.5011025071144104,55.860437441103514,8831,109499
