mode,city,season,horizon_step,n_calibration,k_cell,k_applied,fell_back,direction
city_season_horizon,Ankara,DJF,1,927,1.0972130760637544,1.0972130760637544,False,wider
city_season_horizon,Ankara,DJF,2,927,1.0452759454192202,1.0452759454192202,False,wider
city_season_horizon,Ankara,DJF,3,927,1.17433091045523,1.17433091045523,False,wider
city_season_horizon,Ankara,DJF,4,927,1.0701268197313065,1.0701268197313065,False,wider
city_season_horizon,Ankara,DJF,5,927,1.124923308589953,1.124923308589953,False,wider
city_season_horizon,Ankara,DJF,6,927,1.0712333759890658,1.0712333759890658,False,wider
city_season_horizon,Ankara,DJF,7,927,1.0432802524833042,1.0432802524833042,False,wider
city_season_horizon,Ankara,DJF,8,928,1.0513217784431184,1.0513217784431184,False,wider
city_season_horizon,Ankara,DJF,9,928,1.0977326380151236,1.0977326380151236,False,wider
city_season_horizon,Ankara,DJF,10,928,1.1209457410195673,1.1209457410195673,False,wider
city_season_horizon,Ankara,DJF,11,928,1.0450203776955294,1.0450203776955294,False,wider
city_season_horizon,Ankara,DJF,12,928,1.0657447720464854,1.0657447720464854,False,wider
city_season_horizon,Ankara,DJF,13,928,1.1711101030923616,1.1711101030923616,False,wider
city_season_horizon,Ankara,DJF,14,928,1.0947096976884456,1.0947096976884456,False,wider
city_season_horizon,Ankara,DJF,15,928,1.126935420566177,1.126935420566177,False,wider
city_season_horizon,Ankara,DJF,16,928,1.1014644830601727,1.1014644830601727,False,wider
city_season_horizon,Ankara,DJF,17,928,1.1068337107916273,1.1068337107916273,False,wider
city_season_horizon,Ankara,DJF,18,928,1.149873330429227,1.149873330429227,False,wider
city_season_horizon,Ankara,DJF,19,929,1.1061755908403397,1.1061755908403397,False,wider
city_season_horizon,Ankara,DJF,20,929,1.090306828193135,1.090306828193135,False,wider
city_season_horizon,Ankara,DJF,21,929,1.153553337664044,1.153553337664044,False,wider
city_season_horizon,Ankara,DJF,22,929,1.0707569849852439,1.0707569849852439,False,wider
city_season_horizon,Ankara,DJF,23,929,1.2152105721299054,1.2152105721299054,False,wider
city_season_horizon,Ankara,DJF,24,929,1.1585868412664724,1.1585868412664724,False,wider
city_season_horizon,Ankara,MAM,1,276,1.2050918110272106,1.2050918110272106,False,wider
city_season_horizon,Ankara,MAM,2,276,0.9845788017246068,0.9845788017246068,False,narrower
city_season_horizon,Ankara,MAM,3,276,1.1974130531622464,1.1974130531622464,False,wider
city_season_horizon,Ankara,MAM,4,276,1.0549484715479909,1.0549484715479909,False,wider
city_season_horizon,Ankara,MAM,5,277,1.0889206767916944,1.0889206767916944,False,wider
city_season_horizon,Ankara,MAM,6,278,1.085908136092084,1.085908136092084,False,wider
city_season_horizon,Ankara,MAM,7,279,1.1017043119092946,1.1017043119092946,False,wider
city_season_horizon,Ankara,MAM,8,279,1.0232512534177476,1.0232512534177476,False,wider
city_season_horizon,Ankara,MAM,9,279,1.0755293398488073,1.0755293398488073,False,wider
city_season_horizon,Ankara,MAM,10,279,1.0349702609558746,1.0349702609558746,False,wider
city_season_horizon,Ankara,MAM,11,279,1.080264427226018,1.080264427226018,False,wider
city_season_horizon,Ankara,MAM,12,279,1.0813768813385505,1.0813768813385505,False,wider
city_season_horizon,Ankara,MAM,13,279,1.1609768064156383,1.1609768064156383,False,wider
city_season_horizon,Ankara,MAM,14,279,1.135056494779455,1.135056494779455,False,wider
city_season_horizon,Ankara,MAM,15,279,1.1640189828912209,1.1640189828912209,False,wider
city_season_horizon,Ankara,MAM,16,279,1.173364628869316,1.173364628869316,False,wider
city_season_horizon,Ankara,MAM,17,278,1.194114492469826,1.194114492469826,False,wider
city_season_horizon,Ankara,MAM,18,277,1.1952520574261547,1.1952520574261547,False,wider
city_season_horizon,Ankara,MAM,19,276,1.1722373244350976,1.1722373244350976,False,wider
city_season_horizon,Ankara,MAM,20,276,1.1190526212118888,1.1190526212118888,False,wider
city_season_horizon,Ankara,MAM,21,276,1.2766545777865073,1.2766545777865073,False,wider
city_season_horizon,Ankara,MAM,22,276,1.1723380014747342,1.1723380014747342,False,wider
city_season_horizon,Ankara,MAM,23,276,1.2357654336614436,1.2357654336614436,False,wider
city_season_horizon,Ankara,MAM,24,276,1.1161910775558934,1.1161910775558934,False,wider
city_season_horizon,Ankara,JJA,1,924,0.9775329127646246,0.9775329127646246,False,narrower
city_season_horizon,Ankara,JJA,2,924,0.8991078561917444,0.8991078561917444,False,narrower
city_season_horizon,Ankara,JJA,3,924,1.0973057111217648,1.0973057111217648,False,wider
city_season_horizon,Ankara,JJA,4,924,0.9432062887555638,0.9432062887555638,False,narrower
city_season_horizon,Ankara,JJA,5,924,0.9854506995303666,0.9854506995303666,False,narrower
city_season_horizon,Ankara,JJA,6,924,0.9300687019234436,0.9300687019234436,False,narrower
city_season_horizon,Ankara,JJA,7,925,0.9867324249970586,0.9867324249970586,False,narrower
city_season_horizon,Ankara,JJA,8,926,0.958116478248116,0.958116478248116,False,narrower
city_season_horizon,Ankara,JJA,9,927,0.966337676224758,0.966337676224758,False,narrower
city_season_horizon,Ankara,JJA,10,927,0.9219912881460468,0.9219912881460468,False,narrower
city_season_horizon,Ankara,JJA,11,927,0.9013171035596097,0.9013171035596097,False,narrower
city_season_horizon,Ankara,JJA,12,927,0.9368860945644816,0.9368860945644816,False,narrower
city_season_horizon,Ankara,JJA,13,927,0.9581670688290458,0.9581670688290458,False,narrower
city_season_horizon,Ankara,JJA,14,927,0.9087990269796382,0.9087990269796382,False,narrower
city_season_horizon,Ankara,JJA,15,927,1.0071260563790427,1.0071260563790427,False,wider
city_season_horizon,Ankara,JJA,16,927,0.9942208273765261,0.9942208273765261,False,narrower
city_season_horizon,Ankara,JJA,17,927,0.9875620203217715,0.9875620203217715,False,narrower
city_season_horizon,Ankara,JJA,18,927,1.0109622410499544,1.0109622410499544,False,wider
city_season_horizon,Ankara,JJA,19,927,1.0096775304070449,1.0096775304070449,False,wider
city_season_horizon,Ankara,JJA,20,926,0.9374516366214941,0.9374516366214941,False,narrower
city_season_horizon,Ankara,JJA,21,925,1.0495533806523536,1.0495533806523536,False,wider
city_season_horizon,Ankara,JJA,22,924,0.9513729811903137,0.9513729811903137,False,narrower
city_season_horizon,Ankara,JJA,23,923,1.0096877569174132,1.0096877569174132,False,wider
city_season_horizon,Ankara,JJA,24,922,0.9134188348931859,0.9134188348931859,False,narrower
city_season_horizon,Ankara,SON,1,1039,1.0995144979131846,1.0995144979131846,False,wider
city_season_horizon,Ankara,SON,2,1039,0.9387037114721843,0.9387037114721843,False,narrower
city_season_horizon,Ankara,SON,3,1039,1.124105037143947,1.124105037143947,False,wider
city_season_horizon,Ankara,SON,4,1039,0.9918055418107611,0.9918055418107611,False,narrower
city_season_horizon,Ankara,SON,5,1039,1.0301856273085856,1.0301856273085856,False,wider
city_season_horizon,Ankara,SON,6,1039,0.9910289185734067,0.9910289185734067,False,narrower
city_season_horizon,Ankara,SON,7,1038,1.0220965002598101,1.0220965002598101,False,wider
city_season_horizon,Ankara,SON,8,1037,0.9716384435829667,0.9716384435829667,False,narrower
city_season_horizon,Ankara,SON,9,1037,1.0120893762314858,1.0120893762314858,False,wider
city_season_horizon,Ankara,SON,10,1037,0.9650457233737451,0.9650457233737451,False,narrower
city_season_horizon,Ankara,SON,11,1037,0.9696725470932614,0.9696725470932614,False,narrower
city_season_horizon,Ankara,SON,12,1037,0.9937533981774543,0.9937533981774543,False,narrower
city_season_horizon,Ankara,SON,13,1037,1.0491053815316973,1.0491053815316973,False,wider
city_season_horizon,Ankara,SON,14,1037,0.9953276039383208,0.9953276039383208,False,narrower
city_season_horizon,Ankara,SON,15,1037,1.0710914432268237,1.0710914432268237,False,wider
city_season_horizon,Ankara,SON,16,1037,1.0551260048379612,1.0551260048379612,False,wider
city_season_horizon,Ankara,SON,17,1037,1.0298208640325528,1.0298208640325528,False,wider
city_season_horizon,Ankara,SON,18,1037,1.0668315965346307,1.0668315965346307,False,wider
city_season_horizon,Ankara,SON,19,1036,1.0585263603361745,1.0585263603361745,False,wider
city_season_horizon,Ankara,SON,20,1036,0.9867424706472518,0.9867424706472518,False,narrower
city_season_horizon,Ankara,SON,21,1036,1.0811587689512467,1.0811587689512467,False,wider
city_season_horizon,Ankara,SON,22,1036,0.9891866411411926,0.9891866411411926,False,narrower
city_season_horizon,Ankara,SON,23,1036,1.0913116726212306,1.0913116726212306,False,wider
city_season_horizon,Ankara,SON,24,1036,1.0018102422538344,1.0018102422538344,False,wider
city_season_horizon,Antalya,DJF,1,936,0.8216286565479672,0.8216286565479672,False,narrower
city_season_horizon,Antalya,DJF,2,936,0.794542583841018,0.794542583841018,False,narrower
city_season_horizon,Antalya,DJF,3,936,0.8822839888655967,0.8822839888655967,False,narrower
city_season_horizon,Antalya,DJF,4,936,0.837325018026313,0.837325018026313,False,narrower
city_season_horizon,Antalya,DJF,5,936,0.8573445416315606,0.8573445416315606,False,narrower
city_season_horizon,Antalya,DJF,6,936,0.8463061874579214,0.8463061874579214,False,narrower
city_season_horizon,Antalya,DJF,7,936,0.8452657247979899,0.8452657247979899,False,narrower
city_season_horizon,Antalya,DJF,8,937,0.8442980528515199,0.8442980528515199,False,narrower
city_season_horizon,Antalya,DJF,9,937,0.8773696902338791,0.8773696902338791,False,narrower
city_season_horizon,Antalya,DJF,10,937,0.8561860632548517,0.8561860632548517,False,narrower
city_season_horizon,Antalya,DJF,11,937,0.8503944848354359,0.8503944848354359,False,narrower
city_season_horizon,Antalya,DJF,12,937,0.8388860817102174,0.8388860817102174,False,narrower
city_season_horizon,Antalya,DJF,13,937,0.9153911276892476,0.9153911276892476,False,narrower
city_season_horizon,Antalya,DJF,14,937,0.8725903592822215,0.8725903592822215,False,narrower
city_season_horizon,Antalya,DJF,15,937,0.9513148804812802,0.9513148804812802,False,narrower
city_season_horizon,Antalya,DJF,16,937,0.8787490136146154,0.8787490136146154,False,narrower
city_season_horizon,Antalya,DJF,17,937,0.8729734087133959,0.8729734087133959,False,narrower
city_season_horizon,Antalya,DJF,18,937,0.9010057110592891,0.9010057110592891,False,narrower
city_season_horizon,Antalya,DJF,19,938,0.8742918880469068,0.8742918880469068,False,narrower
city_season_horizon,Antalya,DJF,20,938,0.8530351838699444,0.8530351838699444,False,narrower
