horizon_step,subset,RMSE,MAE,R2,CP,PINW,MPIW,Reliability,CWC,CRPS,n_samples,n_elements
1,all_hours,52.2861442565918,29.643428802490234,0.9642835061662269,0.9959913939531196,0.24817271530628204,259.2784423828125,0.045991393953119686,0.24817271530628204,24.034154817686108,44155,44155
2,all_hours,55.41180419921875,31.01025390625,0.9598856161918722,0.9950854942815083,0.24871313571929932,259.8430480957031,0.04508549428150832,0.24871313571929932,24.841755962675105,44155,44155
3,all_hours,58.472686767578125,32.19219970703125,0.9553314703874094,0.993386932397237,0.24644407629966736,257.4724426269531,0.04338693239723701,0.24644407629966736,25.432590513988764,44155,44155
4,all_hours,62.48100662231445,34.069339752197266,0.948997486878646,0.9891518514324539,0.2450396865606308,256.0052185058594,0.03915185143245392,0.2450396865606308,26.394055721000612,44155,44155
5,all_hours,67.45926666259766,37.10831069946289,0.9405463166145315,0.9887441965802287,0.24130375683307648,252.1020965576172,0.03874419658022876,0.24130375683307648,27.724290184515837,44155,44155
6,all_hours,73.55355072021484,41.04164505004883,0.9293207979729926,0.9853697203034764,0.23641961812973022,246.9993896484375,0.035369720303476404,0.23641961812973022,29.369201041801585,44155,44155
7,all_hours,73.04187774658203,40.28267288208008,0.9303025804656009,0.9865926848601517,0.23863987624645233,249.3190155029297,0.03659268486015177,0.23863987624645233,29.277608379217977,44155,44155
8,all_hours,75.1911849975586,41.40006637573242,0.9261360835606685,0.9845997055826067,0.2352418303489685,245.76890563964844,0.03459970558260672,0.2352418303489685,29.778469671792056,44155,44155
9,all_hours,73.85153198242188,40.245792388916016,0.9287332823703622,0.9854603102706375,0.23691262304782867,247.51446533203125,0.03546031027063756,0.23691262304782867,29.390800881672025,44155,44155
10,all_hours,76.61724090576172,41.798885345458984,0.9232822155797074,0.9843505831729136,0.2346254140138626,245.12490844726562,0.03435058317291362,0.2346254140138626,30.097001515490586,44155,44155
11,all_hours,76.22856140136719,41.90650939941406,0.9240386021201681,0.9841694032385914,0.23438143730163574,244.87001037597656,0.03416940323859141,0.23438143730163574,30.228892724857175,44155,44155
12,all_hours,77.85398864746094,43.03894805908203,0.920746617313944,0.9843958781564942,0.23395009338855743,244.4193572998047,0.03439587815649425,0.23395009338855743,30.668656322581132,44155,44155
13,all_hours,77.76919555664062,42.57801055908203,0.9209074809205036,0.9860944400407655,0.23461024463176727,245.1090545654297,0.03609444004076556,0.23461024463176727,30.336043615040047,44155,44155
14,all_hours,77.40314483642578,42.537559509277344,0.921645231871534,0.9852338353527347,0.23563158512115479,246.1761016845703,0.03523383535273472,0.23563158512115479,30.36302294107384,44155,44155
15,all_hours,77.47679901123047,42.67308044433594,0.9214986383541878,0.985415015287057,0.23624441027641296,246.81634521484375,0.03541501528705704,0.23624441027641296,30.596765112559098,44155,44155
16,all_hours,76.6529541015625,42.01744842529297,0.923160949685254,0.9860264975653946,0.2399730533361435,250.71185302734375,0.036026497565394666,0.2399730533361435,30.455719210067823,44155,44155
17,all_hours,76.76252746582031,41.87089157104492,0.922939706558905,0.9869097497452157,0.24247515201568604,253.32591247558594,0.03690974974521577,0.24247515201568604,30.43404772354209,44155,44155
18,all_hours,77.01323699951172,42.27787780761719,0.9224335617397094,0.9845997055826067,0.24127106368541718,252.0679473876953,0.03459970558260672,0.24127106368541718,30.541042903487494,44155,44155
19,all_hours,78.56192779541016,43.52842712402344,0.9192824407671473,0.9872721096138602,0.24182237684726715,252.6439208984375,0.037272109613860294,0.24182237684726715,30.955186544847525,44155,44155
20,all_hours,77.16783142089844,42.108001708984375,0.9221217205860179,0.9873174045974409,0.24550212919712067,256.48834228515625,0.03731740459744093,0.24550212919712067,30.30133650218566,44155,44155
21,all_hours,76.8939437866211,42.26091766357422,0.9226735610093135,0.9871362246631186,0.24488234519958496,255.84083557128906,0.03713622466311861,0.24488234519958496,30.50771397718384,44155,44155
22,all_hours,77.313232421875,42.481693267822266,0.9218279659544492,0.9850300079266221,0.24519158899784088,256.1639099121094,0.03503000792662214,0.24519158899784088,30.746323878316968,44155,44155
23,all_hours,76.57687377929688,41.19154739379883,0.9233099570441177,0.9801155022081305,0.24683928489685059,257.8853454589844,0.03011550220813053,0.24683928489685059,30.523816813661554,44155,44155
24,all_hours,77.82428741455078,41.60329055786133,0.9207910890178125,0.9802060921752915,0.24522602558135986,256.19989013671875,0.030206092175291577,0.24522602558135986,30.882013903350867,44155,44155
1,daylight,72.82987213134766,57.51408767700195,0.9333543810303474,0.9922225151595043,0.48187294602394104,503.0512390136719,0.04222251515950437,0.48187294602394104,46.63099156230468,22758,22758
2,daylight,77.18362426757812,60.16599655151367,0.9251480856177741,0.990464891466737,0.4829222559928894,504.14666748046875,0.04046489146673704,0.4829222559928894,48.1978967629809,22758,22758
3,daylight,81.44715881347656,62.459205627441406,0.9166502227696165,0.9871693470427981,0.4785163998603821,499.54718017578125,0.03716934704279817,0.4785163998603821,49.34423210058765,22758,22758
4,daylight,87.03038787841797,66.10122680664062,0.9048312504637195,0.9789524562791106,0.4757896065711975,496.7005310058594,0.028952456279110694,0.4757896065711975,51.209663870321734,22758,22758
5,daylight,93.96465301513672,71.99742889404297,0.8890616882023407,0.9781615256173654,0.46853557229042053,489.127685546875,0.0281615256173654,0.46853557229042053,53.790580591321586,22758,22758
6,daylight,102.46469116210938,79.64636993408203,0.8680736581316054,0.9716081395859887,0.4591529965400696,479.3327331542969,0.021608139585988728,0.4591529965400696,56.994553333659255,22753,22753
7,daylight,101.75190734863281,78.17350006103516,0.8699299026676817,0.9739814529952094,0.46346500515937805,483.8342590332031,0.023981452995209485,0.46346500515937805,56.8168064863697,22753,22753
8,daylight,104.74601745605469,80.34193420410156,0.8621785568493929,0.970113831143146,0.4568655788898468,476.9447937011719,0.02011383114314602,0.4568655788898468,57.78878953799402,22753,22753
9,daylight,102.87980651855469,78.10191345214844,0.8670410521613011,0.9717839405792643,0.46011048555374146,480.3323059082031,0.02178394057926436,0.46011048555374146,57.03647048434176,22753,22753
10,daylight,106.73260498046875,81.11588287353516,0.8568799728737448,0.969630378411638,0.45566844940185547,475.695068359375,0.01963037841163806,0.45566844940185547,58.406939828439626,22753,22753
11,daylight,106.191162109375,81.32474517822266,0.8582951243761012,0.9692787764250868,0.4551946222782135,475.2004089355469,0.019278776425086797,0.4551946222782135,58.6628909711277,22753,22753
12,daylight,108.45548248291016,83.52237701416016,0.8521598348203767,0.9697182789082758,0.45435693860054016,474.3258972167969,0.01971827890827582,0.45435693860054016,59.516306417772164,22753,22753
13,daylight,108.33735656738281,82.62788391113281,0.8524697848774097,0.9730145475321935,0.45563897490501404,475.6642761230469,0.023014547532193563,0.45563897490501404,58.870830476073195,22753,22753
14,daylight,107.82742309570312,82.54937744140625,0.8538549201062315,0.9713444380960753,0.45762258768081665,477.7350769042969,0.021344438096075335,0.45762258768081665,58.923187182486494,22753,22753
15,daylight,107.93002319335938,82.81237030029297,0.8535815608255416,0.9716960400826264,0.45881280303001404,478.97760009765625,0.02169604008262649,0.45881280303001404,59.37679266668338,22753,22753
16,daylight,106.78236389160156,81.5400390625,0.8566740977993014,0.9728826967872368,0.46605420112609863,486.5372619628906,0.022882696787236867,0.46605420112609863,59.10307571399572,22753,22753
17,daylight,106.93499755859375,81.25562286376953,0.8562440879589217,0.9745967564716741,0.47091352939605713,491.61016845703125,0.02459675647167414,0.47091352939605713,59.0610195241507,22753,22753
18,daylight,107.27718353271484,82.03461456298828,0.8553230507795849,0.9701177711372825,0.46851328015327454,489.1044006347656,0.020117771137282525,0.46851328015327454,59.26084326786299,22756,22756
19,daylight,109.42965698242188,84.45372009277344,0.8494685829221456,0.9753053871166183,0.46954259276390076,490.178955078125,0.02530538711661834,0.46954259276390076,60.059155544764145,22758,22758
20,daylight,107.48780059814453,81.69780731201172,0.8547635995043764,0.9753932683012567,0.47668755054473877,497.637939453125,0.025393268301256766,0.47668755054473877,58.79055774909956,22758,22758
21,daylight,107.10630798339844,81.99449920654297,0.8557927351931784,0.9750417435627032,0.47548410296440125,496.381591796875,0.025041743562703278,0.47548410296440125,59.19097067679728,22758,22758
22,daylight,107.6903305053711,82.4228515625,0.8542157719760977,0.9709552684770191,0.47608453035354614,497.0084228515625,0.020955268477019118,0.47608453035354614,59.65392085627409,22758,22758
23,daylight,106.6646499633789,79.91970825195312,0.8569795599417495,0.9614201599437561,0.4792838394641876,500.34832763671875,0.011420159943756114,0.4792838394641876,59.22221334946946,22758,22758
24,daylight,108.40219116210938,80.71857452392578,0.8522820842371387,0.9615959223130328,0.47615140676498413,497.0782470703125,0.011595922313032858,0.47615140676498413,59.91718621594417,22758,22758
