month,n_calibration,k
1,36946,1.029660856049764
2,37280,1.0498547283629611
3,33325,1.1420434238014952
6,5624,1.0261508475412615
7,53718,0.9680016172809083
8,51880,0.9642027439933736
9,44865,1.0194610234954407
10,42049,1.0303237516654202
11,37132,1.0394351212519222
12,36656,1.0442393881097647
