group,subset,RMSE,MAE,R2,CP,PINW,MPIW,Reliability,CWC,CRPS,n_samples,n_elements
Aggregate,all_hours,70.89373779296875,37.02408981323242,0.9244439327635317,0.9814715207790737,0.2095073014497757,213.49423217773438,0.03147152077907378,0.2095073014497757,26.63326407236135,17662,423888
Aggregate_excl_Rize,all_hours,64.95761108398438,35.40915298461914,0.9465037587914396,0.9899077114709546,0.2281382977962494,232.4797821044922,0.03990771147095462,0.2281382977962494,25.696190854755983,8831,211944
Ankara,all_hours,64.95761108398438,35.40915298461914,0.9465037587914396,0.9899077114709546,0.2281382977962494,232.4797821044922,0.03990771147095462,0.2281382977962494,25.696190854755983,8831,211944
Rize,all_hours,76.3698501586914,38.63903045654297,0.8901386254711143,0.9730353300871929,0.19827590882778168,194.5086669921875,0.02303533008719294,0.19827590882778168,27.5703372899667,8831,211944
Aggregate,daylight,98.70109558105469,71.76498413085938,0.8663631935816183,0.9640856566691207,0.4064137637615204,413.82269287109375,0.01408565666912076,0.4064137637615204,51.624106787806795,17662,218687
Aggregate_excl_Rize,daylight,90.31256866455078,68.44658660888672,0.8996102739857172,0.9804914085586078,0.44145071506500244,449.3880310058594,0.03049140855860788,0.44145071506500244,49.671240327974196,8831,109644
Ankara,daylight,90.31256866455078,68.44658660888672,0.8996102739857172,0.9804914085586078,0.44145071506500244,449.3880310058594,0.03049140855860788,0.44145071506500244,49.671240327974196,8831,109644
Rize,daylight,106.47154998779297,75.10166931152344,0.8129929957592943,0.9475894830479719,0.38569822907447815,378.0614013671875,0.0024105169520280967,0.8208005053582803,53.58773664136811,8831,109043
