group,subset,RMSE,MAE,R2,CP,PINW,MPIW,Reliability,CWC,CRPS,n_samples,n_elements
Aggregate,all_hours,80.8595199584961,40.677085876464844,0.8768417488708304,0.9411212395727173,0.17659686505794525,173.2415313720703,0.00887876042728264,0.4518820393337149,29.611686661767756,8831,211944
Rize,all_hours,80.8595199584961,40.677085876464844,0.8768417488708304,0.9411212395727173,0.17659686505794525,173.2415313720703,0.00887876042728264,0.4518820393337149,29.611686661767756,8831,211944
Aggregate,daylight,112.7308578491211,79.06297302246094,0.790358934703344,0.885558907953743,0.34352684020996094,336.7250061035156,0.06444109204625692,8.959041165881837,57.55545351688513,8831,109043
Rize,daylight,112.7308578491211,79.06297302246094,0.790358934703344,0.885558907953743,0.34352684020996094,336.7250061035156,0.06444109204625692,8.959041165881837,57.55545351688513,8831,109043
