experiment_id,geometry,mode,k_min,k_max,n_cells,CP,MPIW,CP_Ankara,CP_Antalya,CP_Konya,CP_Rize,CP_Van,worst_step_dev,CP_AprMay,max_city_deviation,reliability
abl_rize_plus_ankara_s42_smoke,temporal,season_horizon,1.7456938028335571,2.7467377185821533,72,0.9231292083519191,386.9609375,0.9351104949163935,,,0.9108776904240237,,0.0440127388535031,,0.03912230957597629,0.026870791648080816
abl_rize_plus_ankara_s42_smoke,temporal,city_season_horizon,1.4338048696517944,3.096433401107788,144,0.9160028887614435,380.1573486328125,0.9054911351987228,,,0.9267517291747218,,0.05249872514023457,,0.04450886480127714,0.03399711123855642
abl_rize_plus_ankara_s42_smoke,season_balanced,none,1.0,1.0,0,0.6785018281705303,245.72293090820312,0.7321504403537601,,,0.6242886728734818,,0.32967914438502666,0.5901973784872749,0.3257113271265182,0.27149817182946967
abl_rize_plus_ankara_s42_smoke,season_balanced,global,2.224648952484131,2.224648952484131,1,0.9531728502756176,546.6472778320312,0.9680397333874928,,,0.9381495232942142,,0.0335226007570697,0.9233947059723568,0.018039733387492873,0.0031728502756176447
abl_rize_plus_ankara_s42_smoke,season_balanced,per_horizon,1.7807838916778564,2.5016846656799316,24,0.9535254923068357,545.5519409179688,0.9677627813371245,,,0.939138384611079,,0.010579064587973308,0.9240577344825828,0.0177627813371245,0.0035254923068357424
abl_rize_plus_ankara_s42_smoke,season_balanced,per_city,2.0365612506866455,2.4035534858703613,2,0.9532749308636018,540.8021240234375,0.9541921308690755,,,0.9523480791835364,,0.0335226007570697,0.9218136379864335,0.00419213086907555,0.003274930863601866
abl_rize_plus_ankara_s42_smoke,season_balanced,city_horizon,1.6898695230484009,2.7172110080718994,48,0.9532563707566956,539.104736328125,0.9542659847491738,,,0.952236132619363,,0.009910913140311894,0.921915642372622,0.0042659847491738345,0.0032563707566956035
abl_rize_plus_ankara_s42_smoke,season_balanced,per_season,1.6525846719741821,2.405938148498535,4,0.9485606637094229,487.0374755859375,0.9693875666992855,,,0.9275145996977443,,0.030850590069027017,0.9381853419697047,0.022485400302255654,0.0014393362905770202
abl_rize_plus_ankara_s42_smoke,season_balanced,city_season,1.1657029390335083,2.54992413520813,8,0.9461200096512556,470.9105529785156,0.9443326378759624,,,0.9479261898986884,,0.034001782531194236,0.9368082827561585,0.005667362124037512,0.003879990348744311
abl_rize_plus_ankara_s42_smoke,season_balanced,season_horizon,1.4623446464538574,2.708615779876709,96,0.9487555448319382,487.8464660644531,0.9687228817784014,,,0.9285780920573913,,0.011915367483296246,0.9381343397766104,0.021421907942608676,0.0012444551680617089
abl_rize_plus_ankara_s42_smoke,season_balanced,city_season_horizon,1.005839228630066,3.0152299404144287,192,0.9466768128584421,473.173583984375,0.9441110762356677,,,0.9492695486687688,,0.014365256124721504,0.9365022695975928,0.0058889237643322545,0.0033231871415578818
abl_rize_plus_ankara_s42_smoke,production_like,none,1.0,1.0,0,0.6632649917589611,244.24221801757812,0.7124092103229794,,,0.6144361872005896,,0.3393229166666666,0.6310173337839795,0.3355638127994104,0.2867350082410388
abl_rize_plus_ankara_s42_smoke,production_like,global,2.146939516067505,2.146939516067505,1,0.941896825274573,524.373291015625,0.9574099830010817,,,0.9264832330180568,,0.03296130952380949,0.9320168026652503,0.02351676698194316,0.008103174725426987
abl_rize_plus_ankara_s42_smoke,production_like,per_horizon,1.7048341035842896,2.495288133621216,24,0.942351237696206,523.6583862304688,0.9572245402565291,,,0.9275733939319494,,0.016089837997054435,0.9332963159673603,0.02242660606805058,0.007648762303793966
abl_rize_plus_ankara_s42_smoke,production_like,per_city,1.9524662494659424,2.3306877613067627,2,0.9417196814491905,519.0422973632812,0.9403647040642868,,,0.9430659624124801,,0.03091517857142856,0.930544155279803,0.009635295935713106,0.008280318550809462
abl_rize_plus_ankara_s42_smoke,production_like,city_horizon,1.6505064964294434,2.702850103378296,48,0.9420508633836011,518.5684814453125,0.9407819502395303,,,0.9433116324775827,,0.015537555228276823,0.9320892279465018,0.009218049760469693,0.007949136616398844
abl_rize_plus_ankara_s42_smoke,production_like,per_season,1.5860251188278198,2.547607660293579,4,0.9516705432924105,528.9979248046875,0.9705146036161335,,,0.932947426606068,,0.0302900706582373,0.9616628844575347,0.020514603616133553,0.0016705432924105645
abl_rize_plus_ankara_s42_smoke,production_like,city_season,1.2399431467056274,2.667653799057007,8,0.9522019747685577,519.1434936523438,0.9540720135991346,,,0.9503439380911436,,0.028058757902566067,0.9603109458741731,0.004072013599134672,0.0022019747685577684
abl_rize_plus_ankara_s42_smoke,production_like,season_horizon,1.402788758277893,2.846446990966797,96,0.9520787442813352,529.8626098632812,0.9700664503167981,,,0.9342064856897188,,0.01233382570162489,0.9629423977596446,0.0200664503167981,0.002078744281335254
abl_rize_plus_ankara_s42_smoke,production_like,city_season_horizon,1.0527865886688232,3.3554604053497314,192,0.9505614689074077,515.4208984375,0.950285890897852,,,0.9508352782213487,,0.015657311669128537,0.9553618849886534,0.0008352782213487675,0.0005614689074077139
abl_rize_plus_antalya_s42_b1,exchangeable,none,1.0,1.0,0,0.7991609521448964,322.7616882324219,,0.8505268225839305,,0.7486619333697433,,0.17884150362717077,0.7877076252931885,0.20133806663025666,0.1508390478551036
abl_rize_plus_antalya_s42_b1,exchangeable,global,1.460253357887268,1.460253357887268,1,0.9475090193054446,471.3138122558594,,0.9719274855100642,,0.9235026397232842,,0.03472099202834367,0.9328418936384089,0.026497360276715787,0.0024909806945553337
abl_rize_plus_antalya_s42_b1,exchangeable,per_horizon,1.2358944416046143,1.5267491340637207,24,0.9468113427519668,470.03399658203125,,0.9707794011443809,,0.9232477698889495,,0.0136604774535809,0.9326504236273994,0.026752230111050435,0.0031886572480331887
abl_rize_plus_antalya_s42_b1,exchangeable,per_city,1.3442261219024658,1.5909059047698975,2,0.9483811149972919,469.298583984375,,0.9521878414162176,,0.9446386309848899,,0.034499557130203806,0.9389689339907137,0.005361369015110085,0.0016188850027080148
