mode,city,season,horizon_step,n_calibration,k_cell,k_applied,fell_back,direction
city_season_horizon,Ankara,DJF,1,927,1.7334074293136743,1.7334074293136743,False,wider
city_season_horizon,Ankara,DJF,2,927,1.6259893546040793,1.6259893546040793,False,wider
city_season_horizon,Ankara,DJF,3,927,1.9871750845730458,1.9871750845730458,False,wider
city_season_horizon,Ankara,DJF,4,927,2.118592940539361,2.118592940539361,False,wider
city_season_horizon,Ankara,DJF,5,927,1.8924607497748756,1.8924607497748756,False,wider
city_season_horizon,Ankara,DJF,6,927,2.1476279429776186,2.1476279429776186,False,wider
city_season_horizon,Ankara,DJF,7,927,2.259213952032343,2.259213952032343,False,wider
city_season_horizon,Ankara,DJF,8,928,2.3826119442315847,2.3826119442315847,False,wider
city_season_horizon,Ankara,DJF,9,928,1.9643223419251779,1.9643223419251779,False,wider
city_season_horizon,Ankara,DJF,10,928,2.379410154868772,2.379410154868772,False,wider
city_season_horizon,Ankara,DJF,11,928,2.0929768151137687,2.0929768151137687,False,wider
city_season_horizon,Ankara,DJF,12,928,2.688437628395274,2.688437628395274,False,wider
city_season_horizon,Ankara,DJF,13,928,2.133428676231811,2.133428676231811,False,wider
city_season_horizon,Ankara,DJF,14,928,2.4219466436125563,2.4219466436125563,False,wider
city_season_horizon,Ankara,DJF,15,928,2.0301435331668816,2.0301435331668816,False,wider
city_season_horizon,Ankara,DJF,16,928,1.9389251620014902,1.9389251620014902,False,wider
city_season_horizon,Ankara,DJF,17,928,2.110977258280756,2.110977258280756,False,wider
city_season_horizon,Ankara,DJF,18,928,2.0269965343451166,2.0269965343451166,False,wider
city_season_horizon,Ankara,DJF,19,929,2.172706849980092,2.172706849980092,False,wider
city_season_horizon,Ankara,DJF,20,929,2.0891270495774394,2.0891270495774394,False,wider
city_season_horizon,Ankara,DJF,21,929,2.197249309951773,2.197249309951773,False,wider
city_season_horizon,Ankara,DJF,22,929,2.062615374552081,2.062615374552081,False,wider
city_season_horizon,Ankara,DJF,23,929,2.0250494959982293,2.0250494959982293,False,wider
city_season_horizon,Ankara,DJF,24,929,1.7618832884326894,1.7618832884326894,False,wider
city_season_horizon,Ankara,MAM,1,276,1.9661347784164194,1.9661347784164194,False,wider
city_season_horizon,Ankara,MAM,2,276,1.4341313660170605,1.4341313660170605,False,wider
city_season_horizon,Ankara,MAM,3,276,2.0264762236544156,2.0264762236544156,False,wider
city_season_horizon,Ankara,MAM,4,276,1.6970379098794297,1.6970379098794297,False,wider
city_season_horizon,Ankara,MAM,5,277,1.9116053171350476,1.9116053171350476,False,wider
city_season_horizon,Ankara,MAM,6,278,2.0362743850504303,2.0362743850504303,False,wider
city_season_horizon,Ankara,MAM,7,279,2.0855777700236278,2.0855777700236278,False,wider
city_season_horizon,Ankara,MAM,8,279,1.9686739791665733,1.9686739791665733,False,wider
city_season_horizon,Ankara,MAM,9,279,2.1341925850193717,2.1341925850193717,False,wider
city_season_horizon,Ankara,MAM,10,279,2.3187453350775797,2.3187453350775797,False,wider
city_season_horizon,Ankara,MAM,11,279,1.8039176627033353,1.8039176627033353,False,wider
city_season_horizon,Ankara,MAM,12,279,2.7489656781526506,2.7489656781526506,False,wider
city_season_horizon,Ankara,MAM,13,279,2.2896440024408293,2.2896440024408293,False,wider
city_season_horizon,Ankara,MAM,14,279,2.1406296847676702,2.1406296847676702,False,wider
city_season_horizon,Ankara,MAM,15,279,2.170305356775313,2.170305356775313,False,wider
city_season_horizon,Ankara,MAM,16,279,2.059372732603883,2.059372732603883,False,wider
city_season_horizon,Ankara,MAM,17,278,2.2434680404917526,2.2434680404917526,False,wider
city_season_horizon,Ankara,MAM,18,277,1.9089202495809634,1.9089202495809634,False,wider
city_season_horizon,Ankara,MAM,19,276,2.879097815241519,2.879097815241519,False,wider
city_season_horizon,Ankara,MAM,20,276,2.033829069633175,2.033829069633175,False,wider
city_season_horizon,Ankara,MAM,21,276,2.2306120762713415,2.2306120762713415,False,wider
city_season_horizon,Ankara,MAM,22,276,2.0784718234646182,2.0784718234646182,False,wider
city_season_horizon,Ankara,MAM,23,276,2.087642734070594,2.087642734070594,False,wider
city_season_horizon,Ankara,MAM,24,276,1.8293934422011109,1.8293934422011109,False,wider
city_season_horizon,Ankara,JJA,1,924,1.5910900613758805,1.5910900613758805,False,wider
city_season_horizon,Ankara,JJA,2,924,1.1899782913795203,1.1899782913795203,False,wider
city_season_horizon,Ankara,JJA,3,924,1.441382050800852,1.441382050800852,False,wider
