group,subset,RMSE,MAE,R2,CP,PINW,MPIW,Reliability,CWC,CRPS,n_samples,n_elements
Aggregate,all_hours,64.20994567871094,32.157508850097656,0.9461041574252509,0.9724710300834183,0.25591400265693665,267.36614990234375,0.02247103008341833,0.25591400265693665,31.242575237272973,44155,1059720
Aggregate_excl_Rize,all_hours,61.991905212402344,31.28035545349121,0.9530201383122584,0.9720834276978825,0.2539486289024353,265.3128356933594,0.02208342769788252,0.2539486289024353,30.689645401419803,35324,847776
Ankara,all_hours,60.65525817871094,30.452054977416992,0.9533555357907796,0.9707375533159702,0.24954195320606232,254.29074096679688,0.02073755331597027,0.24954195320606232,29.713519284200306,8831,211944
Antalya,all_hours,59.40608596801758,29.787302017211914,0.9570359618198676,0.9745829086928622,0.24254262447357178,248.32241821289062,0.024582908692862282,0.24254262447357178,28.870013352166158,8831,211944
Konya,all_hours,62.74061965942383,31.817304611206055,0.9530879004957195,0.9713933869323972,0.2681308686733246,277.50738525390625,0.02139338693239723,0.2681308686733246,31.79708108337674,8831,211944
Rize,all_hours,72.40576171875,35.66609191894531,0.9012476241215666,0.9740214396255614,0.28091707825660706,275.57965087890625,0.02402143962556147,0.28091707825660706,33.454294580685676,8831,211944
Van,all_hours,65.01886749267578,33.06477355957031,0.9485877856398415,0.9716198618503,0.2690889239311218,281.1306457519531,0.02161986185030007,0.2690889239311218,32.377967885935995,8831,211944
Aggregate,daylight,89.4437026977539,62.398990631103516,0.8994581304615821,0.9465823155658909,0.49696049094200134,518.8018798828125,0.0034176844341090584,1.086531252625035,60.62362776343162,44155,546130
Aggregate_excl_Rize,daylight,86.33592987060547,60.67153549194336,0.9093867866490905,0.9458528851235566,0.4930553734302521,514.6018676757812,0.00414711487644337,1.099720668719929,59.52578049640934,35324,437087
Ankara,daylight,84.33087158203125,58.86442565917969,0.9124681496071663,0.9434351172886797,0.48286691308021545,491.54888916015625,0.006564882711320275,1.153341103518347,57.43681488426679,8831,109644
Antalya,daylight,83.0406494140625,58.203704833984375,0.9158946004873334,0.95033558284471,0.4749060869216919,485.21630859375,0.0003355828447100251,0.4749060869216919,56.41134813872758,8831,108468
Konya,daylight,87.297119140625,61.59785842895508,0.9094271056956376,0.944617998465417,0.5199767351150513,537.2503662109375,0.005382001534582903,1.20051506539027,61.558702849347796,8831,109476
Rize,daylight,100.94501495361328,69.32324981689453,0.8319028316014526,0.9495061581211082,0.5464567542076111,535.6369018554688,0.0004938418788917875,1.1065746367675597,65.02422907118148,8831,109043
Van,daylight,90.45755767822266,63.99949645996094,0.8995235224399342,0.9450679914885067,0.5220520496368408,544.1505126953125,0.004932008511493224,1.190105189078028,62.67012507526843,8831,109499
