mode,city,season,horizon_step,n_calibration,k_cell,k_applied,fell_back,direction
city_season_horizon,Ankara,DJF,1,927,1.2388494141323503,1.2388494141323503,False,wider
city_season_horizon,Ankara,DJF,2,927,1.4174978045036974,1.4174978045036974,False,wider
city_season_horizon,Ankara,DJF,3,927,1.4401646886415242,1.4401646886415242,False,wider
city_season_horizon,Ankara,DJF,4,927,1.5198653510935132,1.5198653510935132,False,wider
city_season_horizon,Ankara,DJF,5,927,1.5707016898702006,1.5707016898702006,False,wider
city_season_horizon,Ankara,DJF,6,927,1.7013946990662365,1.7013946990662365,False,wider
city_season_horizon,Ankara,DJF,7,927,1.7076150662164393,1.7076150662164393,False,wider
city_season_horizon,Ankara,DJF,8,928,1.6077666994905264,1.6077666994905264,False,wider
city_season_horizon,Ankara,DJF,9,928,1.6116172526783161,1.6116172526783161,False,wider
city_season_horizon,Ankara,DJF,10,928,1.554313310249876,1.554313310249876,False,wider
city_season_horizon,Ankara,DJF,11,928,1.5328253169936956,1.5328253169936956,False,wider
city_season_horizon,Ankara,DJF,12,928,1.613096088722157,1.613096088722157,False,wider
city_season_horizon,Ankara,DJF,13,928,1.5659111152954888,1.5659111152954888,False,wider
city_season_horizon,Ankara,DJF,14,928,1.7294354948395012,1.7294354948395012,False,wider
city_season_horizon,Ankara,DJF,15,928,1.6103694604448837,1.6103694604448837,False,wider
city_season_horizon,Ankara,DJF,16,928,1.7053171159813056,1.7053171159813056,False,wider
city_season_horizon,Ankara,DJF,17,928,1.7547383569043433,1.7547383569043433,False,wider
city_season_horizon,Ankara,DJF,18,928,1.761342389195173,1.761342389195173,False,wider
city_season_horizon,Ankara,DJF,19,929,1.6597423507943434,1.6597423507943434,False,wider
city_season_horizon,Ankara,DJF,20,929,1.6342703142173174,1.6342703142173174,False,wider
city_season_horizon,Ankara,DJF,21,929,1.6488917612482226,1.6488917612482226,False,wider
city_season_horizon,Ankara,DJF,22,929,1.6421539777778247,1.6421539777778247,False,wider
city_season_horizon,Ankara,DJF,23,929,1.7375108961694175,1.7375108961694175,False,wider
city_season_horizon,Ankara,DJF,24,929,1.8473280977426,1.8473280977426,False,wider
city_season_horizon,Ankara,MAM,1,276,1.1501342091563733,1.1501342091563733,False,wider
city_season_horizon,Ankara,MAM,2,276,1.276369957246982,1.276369957246982,False,wider
city_season_horizon,Ankara,MAM,3,276,1.360971097494984,1.360971097494984,False,wider
city_season_horizon,Ankara,MAM,4,276,1.456188924494797,1.456188924494797,False,wider
city_season_horizon,Ankara,MAM,5,277,1.5995970191090036,1.5995970191090036,False,wider
city_season_horizon,Ankara,MAM,6,278,1.598016958501571,1.598016958501571,False,wider
city_season_horizon,Ankara,MAM,7,279,1.4641322339221585,1.4641322339221585,False,wider
city_season_horizon,Ankara,MAM,8,279,1.6999472038773156,1.6999472038773156,False,wider
city_season_horizon,Ankara,MAM,9,279,1.64842331102228,1.64842331102228,False,wider
city_season_horizon,Ankara,MAM,10,279,1.5747389517787185,1.5747389517787185,False,wider
city_season_horizon,Ankara,MAM,11,279,1.5694324057384432,1.5694324057384432,False,wider
city_season_horizon,Ankara,MAM,12,279,1.6794349061569522,1.6794349061569522,False,wider
city_season_horizon,Ankara,MAM,13,279,1.5770160736364884,1.5770160736364884,False,wider
city_season_horizon,Ankara,MAM,14,279,1.685194160881485,1.685194160881485,False,wider
city_season_horizon,Ankara,MAM,15,279,1.6675387949675884,1.6675387949675884,False,wider
city_season_horizon,Ankara,MAM,16,279,1.6866011497789608,1.6866011497789608,False,wider
city_season_horizon,Ankara,MAM,17,278,1.7580879433309335,1.7580879433309335,False,wider
city_season_horizon,Ankara,MAM,18,277,1.8606050712301208,1.8606050712301208,False,wider
city_season_horizon,Ankara,MAM,19,276,2.0093304026954324,2.0093304026954324,False,wider
city_season_horizon,Ankara,MAM,20,276,1.932340335367083,1.932340335367083,False,wider
city_season_horizon,Ankara,MAM,21,276,2.056227620547972,2.056227620547972,False,wider
city_season_horizon,Ankara,MAM,22,276,2.104730200023737,2.104730200023737,False,wider
city_season_horizon,Ankara,MAM,23,276,2.1296092711731243,2.1296092711731243,False,wider
city_season_horizon,Ankara,MAM,24,276,2.0632777087852583,2.0632777087852583,False,wider
city_season_horizon,Ankara,JJA,1,924,0.9285198881079717,0.9285198881079717,False,narrower
city_season_horizon,Ankara,JJA,2,924,1.0304929334955044,1.0304929334955044,False,wider
city_season_horizon,Ankara,JJA,3,924,1.107515860369197,1.107515860369197,False,wider
city_season_horizon,Ankara,JJA,4,924,1.0804195715534017,1.0804195715534017,False,wider
city_season_horizon,Ankara,JJA,5,924,1.1636814818220704,1.1636814818220704,False,wider
city_season_horizon,Ankara,JJA,6,924,1.1350959183048563,1.1350959183048563,False,wider
city_season_horizon,Ankara,JJA,7,925,1.0878349657701456,1.0878349657701456,False,wider
city_season_horizon,Ankara,JJA,8,926,1.1373592940254078,1.1373592940254078,False,wider
city_season_horizon,Ankara,JJA,9,927,1.0515544996987447,1.0515544996987447,False,wider
city_season_horizon,Ankara,JJA,10,927,1.1105723522407038,1.1105723522407038,False,wider
city_season_horizon,Ankara,JJA,11,927,1.0868095206577226,1.0868095206577226,False,wider
city_season_horizon,Ankara,JJA,12,927,1.0801879110024388,1.0801879110024388,False,wider
city_season_horizon,Ankara,JJA,13,927,1.0021154786146682,1.0021154786146682,False,wider
city_season_horizon,Ankara,JJA,14,927,1.126910819723775,1.126910819723775,False,wider
city_season_horizon,Ankara,JJA,15,927,1.1217985404365893,1.1217985404365893,False,wider
city_season_horizon,Ankara,JJA,16,927,1.2422185736944344,1.2422185736944344,False,wider
city_season_horizon,Ankara,JJA,17,927,1.1802121528661813,1.1802121528661813,False,wider
city_season_horizon,Ankara,JJA,18,927,1.1049018645085895,1.1049018645085895,False,wider
city_season_horizon,Ankara,JJA,19,927,1.2356436914085787,1.2356436914085787,False,wider
city_season_horizon,Ankara,JJA,20,926,1.2232491637933127,1.2232491637933127,False,wider
city_season_horizon,Ankara,JJA,21,925,1.0803991723674933,1.0803991723674933,False,wider
city_season_horizon,Ankara,JJA,22,924,1.137884793977744,1.137884793977744,False,wider
city_season_horizon,Ankara,JJA,23,923,1.0398169201373033,1.0398169201373033,False,wider
city_season_horizon,Ankara,JJA,24,922,1.1331704215278393,1.1331704215278393,False,wider
city_season_horizon,Ankara,SON,1,1039,1.165632356029846,1.165632356029846,False,wider
city_season_horizon,Ankara,SON,2,1039,1.282889361283217,1.282889361283217,False,wider
city_season_horizon,Ankara,SON,3,1039,1.307743786424666,1.307743786424666,False,wider
city_season_horizon,Ankara,SON,4,1039,1.4245215631204577,1.4245215631204577,False,wider
city_season_horizon,Ankara,SON,5,1039,1.4054808683846076,1.4054808683846076,False,wider
city_season_horizon,Ankara,SON,6,1039,1.424159064868999,1.424159064868999,False,wider
city_season_horizon,Ankara,SON,7,1038,1.3842872761051424,1.3842872761051424,False,wider
city_season_horizon,Ankara,SON,8,1037,1.4696602540709987,1.4696602540709987,False,wider
city_season_horizon,Ankara,SON,9,1037,1.463258011332936,1.463258011332936,False,wider
city_season_horizon,Ankara,SON,10,1037,1.487039523879053,1.487039523879053,False,wider
city_season_horizon,Ankara,SON,11,1037,1.425061160302837,1.425061160302837,False,wider
city_season_horizon,Ankara,SON,12,1037,1.465553540609276,1.465553540609276,False,wider
city_season_horizon,Ankara,SON,13,1037,1.3036542084662925,1.3036542084662925,False,wider
city_season_horizon,Ankara,SON,14,1037,1.4974735813118216,1.4974735813118216,False,wider
city_season_horizon,Ankara,SON,15,1037,1.3760208440938348,1.3760208440938348,False,wider
city_season_horizon,Ankara,SON,16,1037,1.4344204452528624,1.4344204452528624,False,wider
city_season_horizon,Ankara,SON,17,1037,1.347606341321519,1.347606341321519,False,wider
city_season_horizon,Ankara,SON,18,1037,1.3860230953845134,1.3860230953845134,False,wider
city_season_horizon,Ankara,SON,19,1036,1.441730400821348,1.441730400821348,False,wider
city_season_horizon,Ankara,SON,20,1036,1.4524240738969212,1.4524240738969212,False,wider
city_season_horizon,Ankara,SON,21,1036,1.3267973199432617,1.3267973199432617,False,wider
city_season_horizon,Ankara,SON,22,1036,1.4158805641978964,1.4158805641978964,False,wider
city_season_horizon,Ankara,SON,23,1036,1.3633293996842863,1.3633293996842863,False,wider
city_season_horizon,Ankara,SON,24,1036,1.4463983224686867,1.4463983224686867,False,wider
city_season_horizon,Antalya,DJF,1,936,1.1631919292836765,1.1631919292836765,False,wider
city_season_horizon,Antalya,DJF,2,936,1.2157191656291262,1.2157191656291262,False,wider
city_season_horizon,Antalya,DJF,3,936,1.2472055885881799,1.2472055885881799,False,wider
city_season_horizon,Antalya,DJF,4,936,1.3905982635974532,1.3905982635974532,False,wider
city_season_horizon,Antalya,DJF,5,936,1.4288178883991733,1.4288178883991733,False,wider
city_season_horizon,Antalya,DJF,6,936,1.534890206355641,1.534890206355641,False,wider
city_season_horizon,Antalya,DJF,7,936,1.4710995547724859,1.4710995547724859,False,wider
city_season_horizon,Antalya,DJF,8,937,1.5546779734495162,1.5546779734495162,False,wider
city_season_horizon,Antalya,DJF,9,937,1.5766241960053893,1.5766241960053893,False,wider
city_season_horizon,Antalya,DJF,10,937,1.6374774674215997,1.6374774674215997,False,wider
city_season_horizon,Antalya,DJF,11,937,1.5394156715852956,1.5394156715852956,False,wider
city_season_horizon,Antalya,DJF,12,937,1.5659973814420753,1.5659973814420753,False,wider
city_season_horizon,Antalya,DJF,13,937,1.4929569807055196,1.4929569807055196,False,wider
city_season_horizon,Antalya,DJF,14,937,1.6496263463115692,1.6496263463115692,False,wider
city_season_horizon,Antalya,DJF,15,937,1.6539140551722786,1.6539140551722786,False,wider
city_season_horizon,Antalya,DJF,16,937,1.7042442160982778,1.7042442160982778,False,wider
