group,horizon_step,n_elements,k_mean,CP_before,CP_after,MPIW_before,MPIW_after,Reliability_before,Reliability_after,CWC_before,CWC_after
Aggregate,all,546130,1.0552728176116943,0.9279255854833098,0.941616464944244,396.46588134765625,416.3839111328125,0.022074414516690122,0.008383535055755953,1.524934294106027,1.0053956352016433
Ankara,all,109644,1.058451771736145,0.9248568093101309,0.9405713034912991,399.24249267578125,419.6375427246094,0.025143190689869033,0.009428696508700818,1.7709072431705126,1.0727314401730303
Antalya,all,108468,0.9067814350128174,0.9659899693918944,0.9391525611240181,409.6748962402344,371.9787902832031,0.015989969391894454,0.01084743887598183,0.40096983313560486,0.990313044533024
Konya,all,109476,1.0720282793045044,0.9152416968102598,0.9365523037012679,414.7626037597656,442.2513732910156,0.03475830318974016,0.013447696298732104,2.6837326739713734,1.2665058029483096
Rize,all,109043,1.1826162338256836,0.911200168740772,0.9516154177709711,342.5951232910156,407.5821838378906,0.038799831259227924,0.0016154177709711837,2.781686523231229,0.4158153235912323
Van,all,109499,1.0556175708770752,0.9226294304057572,0.9402094996301336,415.9544982910156,440.0161437988281,0.027370569594242777,0.009790500369866395,1.9672027374348786,1.110896326571404
Aggregate,1,22758,1.055233120918274,0.9233676069953423,0.9345285174444151,373.8026123046875,391.89202880859375,0.026632393004657695,0.015471482555584837,1.7141218955186643,1.1890586968566563
Aggregate,2,22758,1.055233120918274,0.9637490113366728,0.9733280604622551,387.43017578125,406.0859069824219,0.013749011336672834,0.023328060462255107,0.37111949920654297,0.3889898359775543
Aggregate,3,22758,1.055233120918274,0.9514895860796203,0.962606555936374,385.4908752441406,404.2381896972656,0.001489586079620353,0.012606555936374053,0.36926183104515076,0.3872199058532715
Aggregate,4,22758,1.055233120918274,0.9369452500219703,0.9492486158713419,389.4178771972656,408.4364929199219,0.01305474997802969,0.0007513841286580503,1.0895240106164468,0.7974611516876607
Aggregate,5,22758,1.055233120918274,0.9285965374813252,0.9383513489761842,396.6374816894531,416.16705322265625,0.021403462518674754,0.011648651023815737,1.4877978147943483,1.1123787256638487
Aggregate,6,22753,1.055227279663086,0.9317892146090625,0.9435239309102097,395.46063232421875,415.13409423828125,0.018210785390937456,0.0064760690897902595,1.3204103592776244,0.9473685559231033
Aggregate,7,22753,1.0552537441253662,0.9364039906825473,0.9497648661714939,394.7986145019531,414.5767517089844,0.01359600931745264,0.00023513382850604003,1.1245054040031224,0.7989428433084318
Aggregate,8,22753,1.0552685260772705,0.9412824682459456,0.9531929855403684,403.0473327636719,423.3412170410156,0.00871753175405432,0.003192985540368398,0.9830803005887933,0.40551868081092834
Aggregate,9,22753,1.0552685260772705,0.9267788863007076,0.9387333538434492,401.6498107910156,421.96954345703125,0.02322111369929236,0.011266646156550708,1.6133332281566486,1.1141968815956842
Aggregate,10,22753,1.0552685260772705,0.9182525381268404,0.9310420603876411,384.3752136230469,404.005859375,0.03174746187315958,0.01895793961235881,2.1689831866589535,1.3855579058017147
Aggregate,11,22753,1.0552685260772705,0.9362281896892718,0.9494132641849427,399.4079895019531,419.7682189941406,0.01377181031072816,0.0005867358150573043,1.1443003422879292,0.8161631908301553
Aggregate,12,22753,1.0552685260772705,0.9382499011119413,0.9513910253592933,403.3415222167969,423.8551330566406,0.011750098888058669,0.001391025359293363,1.0816148298791703,0.4060109853744507
Aggregate,13,22753,1.0552685260772705,0.9077484287786226,0.9221641102272228,405.9931945800781,426.6313781738281,0.04225157122137735,0.027835889772777178,3.6049325668177237,2.0523674069811535
Aggregate,14,22753,1.0552685260772705,0.9334153737968619,0.946952050279084,401.08404541015625,421.5669250488281,0.016584626203138053,0.0030479497209159323,1.2646112483936844,0.8741161040230624
Aggregate,15,22753,1.0552685260772705,0.9236584186700655,0.9362721399375906,404.67974853515625,425.37176513671875,0.02634158132993447,0.013727860062409336,1.8345210176495055,1.216905658767579
Aggregate,16,22753,1.0552685260772705,0.9264272843141563,0.9404913637762053,405.3093566894531,425.96502685546875,0.023572715685843626,0.009508636223794609,1.6500211310260484,1.064436708619708
Aggregate,17,22753,1.0552685260772705,0.9215488067507581,0.9339867270250077,403.2021789550781,423.8243713378906,0.028451193249241835,0.01601327297499222,1.9881923717692147,1.3101098040998012
Aggregate,18,22756,1.0552737712860107,0.92388820530849,0.9389172086482686,409.1183776855469,430.07232666015625,0.026111794691509926,0.011082791351731403,1.837932750222578,1.1289703939101885
Aggregate,19,22758,1.0552881956100464,0.9076368749450743,0.9220054486334476,402.4642028808594,422.996826171875,0.04236312505492568,0.027994551366552378,3.591429174727304,2.0478628253908786
Aggregate,20,22758,1.0553184747695923,0.9298268740662624,0.9456015467088497,405.73968505859375,426.30096435546875,0.020173125933737546,0.004398453291150295,1.4543255175744914,0.9171546975516102
Aggregate,21,22758,1.0553333759307861,0.9026276474206872,0.9194129536866157,395.9415588378906,415.941650390625,0.047372352579312715,0.03058704631338427,4.43089508533212,2.2372624493302204
Aggregate,22,22758,1.0553333759307861,0.9313647947974338,0.9492925564636612,393.337646484375,413.15362548828125,0.01863520520256612,0.000707443536338781,1.33340870732763,0.805769423059053
Aggregate,23,22758,1.0553333759307861,0.904473152298093,0.9227084981105546,390.47430419921875,410.0268859863281,0.04552684770190696,0.027291501889445402,4.017509976491789,1.9300701057625418
Aggregate,24,22758,1.0553333759307861,0.9244661218033219,0.9458651902627647,382.9875793457031,401.9041748046875,0.025533878196678073,0.004134809737235234,1.6819862348285688,0.858385043164332
