mode,city,horizon_step,season,n_calibration,k_cell,k_applied,fell_back,direction
city_season,Ankara,all,DJF,22271,1.0960142540561262,1.0960142540561262,False,wider
city_season,Ankara,all,MAM,6660,1.1286078406383875,1.1286078406383875,False,wider
city_season,Ankara,all,JJA,22212,0.9792196186409456,0.9792196186409456,False,narrower
city_season,Ankara,all,SON,24895,1.0402066625890698,1.0402066625890698,False,wider
city_season,Antalya,all,DJF,22487,0.8675680280493809,0.8675680280493809,False,narrower
city_season,Antalya,all,MAM,6660,0.9813996190830178,0.9813996190830178,False,narrower
city_season,Antalya,all,JJA,21896,0.8660041092354605,0.8660041092354605,False,narrower
city_season,Antalya,all,SON,24842,0.9024540109043616,0.9024540109043616,False,narrower
city_season,Konya,all,DJF,22391,1.0967530967496828,1.0967530967496828,False,wider
city_season,Konya,all,MAM,6660,1.177492976228847,1.177492976228847,False,wider
city_season,Konya,all,JJA,21972,0.9782564979322822,0.9782564979322822,False,narrower
city_season,Konya,all,SON,25063,1.0405986171928596,1.0405986171928596,False,wider
city_season,Rize,all,DJF,21342,1.0994274562489228,1.0994274562489228,False,wider
city_season,Rize,all,MAM,6685,1.3261313103850478,1.3261313103850478,False,wider
city_season,Rize,all,JJA,22670,1.1203955432763193,1.1203955432763193,False,wider
city_season,Rize,all,SON,24596,1.1569592752888818,1.1569592752888818,False,wider
city_season,Van,all,DJF,22391,1.0033954358917125,1.0033954358917125,False,wider
city_season,Van,all,MAM,6660,1.1444568897409912,1.1444568897409912,False,wider
city_season,Van,all,JJA,22472,1.0094033012274015,1.0094033012274015,False,wider
city_season,Van,all,SON,24650,1.053990259089367,1.053990259089367,False,wider
