month,n_calibration,k
1,36946,1.0352085440554073
2,37280,1.0455089380605196
3,33325,1.1618261949842141
6,5624,1.050235553439917
7,53718,0.9803250501688788
8,51880,0.9815748112066397
9,44865,1.0408791404177593
10,42049,1.0426176397564937
11,37132,1.045022528771048
12,36656,1.0662632079098817
