group,RMSE,MAE,CP,PINW,MPIW,Reliability,CWC,CRPS,n_samples
Aggregate,77.56802642638668,56.12385017761946,0.6668459593100065,0.16322276954360782,170.52698660754703,0.2831540406899935,229822.6992467563,41.23373764512973,44155
Ankara,77.07400210263614,56.385177234380556,0.6606839542520666,0.1669546818075399,170.13183221010544,0.28931604574793335,319901.98771717196,41.07094496538387,8831
Antalya,72.59815083115967,52.71166215081405,0.7186096327331748,0.17595681443326994,180.1498627054247,0.23139036726682516,18620.364502384702,38.95661713920474,8831
Konya,76.01671396252708,55.246916300476464,0.6967783942928321,0.17242230466575917,178.45190800141407,0.2532216057071679,54354.07712632295,40.53746873848038,8831
Rize,84.61030403774052,61.357417481937766,0.5524195070395954,0.1465702723534482,143.78543817111358,0.39758049296040454,63008132.26406464,44.971098007825866,8831
Van,77.04320841698258,54.91807772048839,0.7057383082323633,0.17240095135500685,180.11589194967777,0.24426169176763668,34722.98543001217,40.632559374753775,8831
