group,horizon_step,n_elements,k_mean,CP_before,CP_after,MPIW_before,MPIW_after,Reliability_before,Reliability_after,CWC_before,CWC_after
Aggregate,all,546130,1.998619794845581,0.767762254408291,0.9454983245747349,263.04156494140625,511.0014953613281,0.1822377455917089,0.004501675425265028,2283.6786940803677,1.1025374492506774
Ankara,all,109644,1.8475919961929321,0.7855240596840685,0.9421491372076903,268.8751220703125,483.53411865234375,0.1644759403159315,0.00785086279230962,985.0935581486781,1.1783367132930649
Antalya,all,108468,1.734484314918518,0.8194306154810636,0.9485562562230335,277.7414855957031,472.8306884765625,0.1305693845189364,0.001443743776966433,186.30537788269012,0.9602096446857619
Konya,all,109476,1.9405015707015991,0.7796594687420074,0.9432569695641054,278.8792419433594,527.0216064453125,0.17034053125799253,0.006743030435894526,1349.6088033229323,1.2246697606112475
Rize,all,109043,2.495877265930176,0.6838678319562007,0.948323138578359,213.9663543701172,534.53466796875,0.26613216804379924,0.0016768614216409183,131225.46305371402,1.1383582978073579
Van,all,109499,1.9744150638580322,0.7704453921953626,0.9452506415583704,275.67535400390625,536.8643798828125,0.1795546078046374,0.004749358441629603,2096.1690192777132,1.1681779649018496
Aggregate,1,22758,1.9984440803527832,0.830872660163459,0.9590034273662009,258.58465576171875,502.32745361328125,0.119127339836541,0.009003427366200967,95.90990201825345,0.4811796247959137
Aggregate,2,22758,1.9984440803527832,0.8548202829774145,0.9731083575006592,270.1524353027344,524.7142333984375,0.09517971702258543,0.023108357500659205,30.439562403530594,0.5026239156723022
Aggregate,3,22758,1.9984440803527832,0.8047280077335442,0.9601458827664997,269.4584655761719,523.0172119140625,0.1452719922664557,0.010145882766499748,368.6867353209843,0.5009983777999878
Aggregate,4,22758,1.9984440803527832,0.8100008788118463,0.9527199226645575,273.7506408691406,531.4197998046875,0.1399991211881536,0.0027199226645575614,287.81513763310073,0.5090472102165222
Aggregate,5,22758,1.9984440803527832,0.778715177080587,0.9504789524562791,266.17254638671875,516.0526733398438,0.17128482291941294,0.00047895245627915806,1336.5004375524022,0.49432703852653503
Aggregate,6,22753,1.9984253644943237,0.7817870170966466,0.9427767766887883,261.46051025390625,506.7493591308594,0.1682129829033534,0.007223223311211613,1125.9563722917014,1.1819838582579454
Aggregate,7,22753,1.9985218048095703,0.7747110271173032,0.9450182393530523,256.4495544433594,496.718017578125,0.17528897288269674,0.004981760646947664,1573.0472659745797,1.0861968989949535
Aggregate,8,22753,1.998598575592041,0.758932887970817,0.9386454533468114,262.1293029785156,507.7154541015625,0.19106711202918292,0.01135454665318858,3538.63960211769,1.3443689573220938
Aggregate,9,22753,1.998598575592041,0.7529556541994462,0.9418538214740914,263.37835693359375,510.2203674316406,0.19704434580055374,0.008146178525908598,4793.876857431192,1.2232036326400646
Aggregate,10,22753,1.998598575592041,0.7422317936096339,0.9269107370456643,265.392578125,514.2801513671875,0.20776820639036608,0.023089262954335665,8257.560543781725,2.05540623897584
Aggregate,11,22753,1.998598575592041,0.7646024700039555,0.9528413835538171,255.20643615722656,494.6860656738281,0.18539752999604442,0.002841383553817134,2594.830948458479,0.4738599359989166
Aggregate,12,22753,1.998598575592041,0.72315738583923,0.9097261899529733,248.43470764160156,481.3468017578125,0.22684261416077,0.04027381004702668,20061.459258500683,3.9150086353976277
Aggregate,13,22753,1.998598575592041,0.7396826792071375,0.9287126972267393,251.87254333496094,488.7266845703125,0.21031732079286247,0.02128730277326063,8902.162667850738,1.825321538839272
Aggregate,14,22753,1.998598575592041,0.7616138531182701,0.9436557816551664,276.04278564453125,536.3853759765625,0.18838614688172983,0.006344218344833563,3259.0058862724645,1.2194063582186772
Aggregate,15,22753,1.998598575592041,0.7606469476552542,0.9451061398496902,266.9070739746094,519.374755859375,0.18935305234474575,0.004893860150309792,3307.221336206893,1.1329425478594892
Aggregate,16,22753,1.998598575592041,0.7616138531182701,0.9457653935744736,266.0816650390625,518.406005859375,0.18838614688172983,0.0042346064255263105,3141.403408350081,1.1102636734871898
Aggregate,17,22753,1.998598575592041,0.74719817166967,0.9441392343866742,265.0194396972656,515.5925903320312,0.20280182833033,0.0058607656133257136,6432.813054552094,1.1559380244052075
Aggregate,18,22756,1.998617172241211,0.7503515556336791,0.9517050448233433,261.220458984375,508.6187744140625,0.1996484443663209,0.0017050448233433269,5415.748094408998,0.4872061014175415
Aggregate,19,22758,1.9987066984176636,0.7346427629844451,0.9275419632656648,261.3861083984375,509.0879821777344,0.21535723701555487,0.022458036734335107,11885.97840946508,1.9865920772938963
Aggregate,20,22758,1.998826265335083,0.751296247473416,0.9504789524562791,268.58209228515625,522.9512939453125,0.198703752526584,0.00047895245627915806,5311.480119583606,0.5009351968765259
Aggregate,21,22758,1.998892068862915,0.729633535460058,0.9234115475876615,261.29052734375,507.77960205078125,0.2203664645399419,0.026588452412338426,15263.28711824067,2.3244486728459273
Aggregate,22,22758,1.998892068862915,0.7527023464276299,0.9532032691800686,256.92236328125,500.47821044921875,0.19729765357237006,0.0032032691800686353,4735.969607425525,0.47940823435783386
Aggregate,23,22758,1.998892068862915,0.7635556727304684,0.9551366552421127,268.388427734375,523.1956176757812,0.18644432726953153,0.005136655242112709,2875.4782543458614,0.5011692643165588
Aggregate,24,22758,1.998892068862915,0.7958080674927498,0.9698567536690395,258.7098693847656,504.1805114746094,0.15419193250725016,0.019856753669039495,552.7939945583433,0.4829546809196472
