group,subset,RMSE,MAE,R2,CP,PINW,MPIW,Reliability,CWC,CRPS,n_samples,n_elements
Aggregate,all_hours,72.74000549316406,36.84992218017578,0.9225468053639017,0.9625066055184388,0.1915683150291443,196.13339233398438,0.012506605518438851,0.1915683150291443,27.333123208172154,17662,423888
Aggregate_excl_Rize,all_hours,63.121131896972656,33.17167663574219,0.9514943073500284,0.9826510776431511,0.21760809421539307,222.793701171875,0.032651077643151116,0.21760809421539307,25.007192283836105,8831,211944
Antalya,all_hours,63.121131896972656,33.17167663574219,0.9514943073500284,0.9826510776431511,0.21760809421539307,222.793701171875,0.032651077643151116,0.21760809421539307,25.007192283836105,8831,211944
Rize,all_hours,81.22770690917969,40.528167724609375,0.8757176221281003,0.9423621333937267,0.17275545001029968,169.4730987548828,0.0076378666062733025,0.4258518239871792,29.6590541325082,8831,211944
Aggregate,daylight,101.54493713378906,71.81356811523438,0.8607089162774206,0.9269324310034894,0.3736225366592407,382.2270812988281,0.023067568996510524,1.5575878008354302,53.26711260794019,17662,217511
Aggregate_excl_Rize,daylight,88.23370361328125,64.81670379638672,0.9050463868908163,0.9661006010989416,0.426083505153656,435.33380126953125,0.016100601098941625,0.426083505153656,48.86348380541136,8831,108468
Antalya,daylight,88.23370361328125,64.81670379638672,0.9050463868908163,0.9661006010989416,0.426083505153656,435.33380126953125,0.016100601098941625,0.426083505153656,48.86348380541136,8831,108468
Rize,daylight,113.24417114257812,78.7735366821289,0.7884454362108455,0.8879708005098906,0.3360542356967926,329.4003601074219,0.06202919949010932,7.806668736297785,57.64752041910364,8831,109043
