horizon_step,subset,RMSE,MAE,R2,CP,PINW,MPIW,Reliability,CWC,CRPS,n_samples,n_elements
1,all_hours,45.14708709716797,24.012073516845703,0.975740590551762,0.9624051636281282,0.20312000811100006,210.22311401367188,0.012405163628128268,0.20312000811100006,19.24928095252832,8831,8831
2,all_hours,47.19196701049805,25.321060180664062,0.9734932232671926,0.9728230098516589,0.20646178722381592,213.68174743652344,0.02282300985165897,0.20646178722381592,19.834258382619968,8831,8831
3,all_hours,48.78321838378906,25.631826400756836,0.9716755386597602,0.9697655984599706,0.1997693032026291,206.75523376464844,0.019765598459970612,0.1997693032026291,19.991089272026,8831,8831
4,all_hours,51.51818084716797,26.880176544189453,0.9684105726720881,0.9730494847695618,0.2075009047985077,214.7572021484375,0.023049484769561812,0.2075009047985077,20.78693260951868,8831,8831
5,all_hours,53.45472717285156,27.55743980407715,0.965991070020833,0.9699920733778734,0.20848359167575836,215.77426147460938,0.019992073377873454,0.20848359167575836,21.41194305849336,8831,8831
6,all_hours,55.60964584350586,28.827953338623047,0.9631951833105443,0.9638772505944967,0.20929358899593353,216.61257934570312,0.013877250594496737,0.20929358899593353,21.95250457031438,8831,8831
7,all_hours,57.1449089050293,29.934396743774414,0.9611358520381652,0.9654625750198166,0.204670250415802,211.8275604248047,0.015462575019816627,0.204670250415802,22.1271069384879,8831,8831
8,all_hours,58.042694091796875,30.540260314941406,0.9599009943373785,0.976333371079153,0.20652954280376434,213.7518768310547,0.026333371079153012,0.20652954280376434,22.36643939214217,8831,8831
9,all_hours,58.34640884399414,30.48847770690918,0.9594702895797625,0.9697655984599706,0.20865236222743988,215.9489288330078,0.019765598459970612,0.20865236222743988,22.672594404641195,8831,8831
10,all_hours,58.23820495605469,30.348892211914062,0.9596072030569289,0.9582153776469255,0.207877978682518,215.1474609375,0.008215377646925592,0.207877978682518,22.726173641929226,8831,8831
11,all_hours,58.72453689575195,30.836252212524414,0.9589108800335964,0.9775789831276186,0.20891961455345154,216.22552490234375,0.02757898312761864,0.20891961455345154,22.694537550135404,8831,8831
12,all_hours,58.63837432861328,30.49271011352539,0.9590090798785726,0.9534594043709659,0.20001070201396942,207.00506591796875,0.003459404370965924,0.20001070201396942,22.647239768115377,8831,8831
13,all_hours,59.47450256347656,31.2109432220459,0.9578152307264186,0.9689729362473106,0.2028268426656723,209.91969299316406,0.018972936247310668,0.2028268426656723,22.835997852541794,8831,8831
