horizon_step,subset,RMSE,MAE,R2,CP,PINW,MPIW,Reliability,CWC,CRPS,n_samples,n_elements
1,all_hours,54.36689376831055,30.16737937927246,0.9640582059515506,0.995696976559846,0.23289111256599426,243.31298828125,0.04569697655984606,0.23289111256599426,23.0756689502079,8831,8831
2,all_hours,56.34876251220703,30.496736526489258,0.9613900360781387,0.9951307892650889,0.23253023624420166,242.9359588623047,0.045130789265088955,0.23253023624420166,23.49275129433097,8831,8831
3,all_hours,58.55854034423828,31.059234619140625,0.9583023920163631,0.9934322273808176,0.23396392166614532,244.43380737304688,0.043432227380817645,0.23396392166614532,24.085280109258637,8831,8831
4,all_hours,60.58324432373047,31.471712112426758,0.955369092478761,0.9927528026271091,0.23384416103363037,244.30868530273438,0.04275280262710912,0.23384416103363037,24.500735377805313,8831,8831
5,all_hours,62.187583923339844,32.26785659790039,0.9529740019173518,0.9924130902502548,0.23416097462177277,244.63967895507812,0.04241309025025486,0.23416097462177277,24.89793612254423,8831,8831
6,all_hours,63.47926712036133,33.072288513183594,0.9510011837114589,0.9912807156607406,0.2338157594203949,244.27902221679688,0.04128071566074065,0.2338157594203949,25.253455700144983,8831,8831
7,all_hours,64.54204559326172,33.68291091918945,0.9493488181002409,0.9922998527913034,0.2342999279499054,244.78485107421875,0.04229985279130344,0.2342999279499054,25.473466215532518,8831,8831
8,all_hours,64.82147216796875,33.82951736450195,0.9489077460668396,0.9919601404144491,0.2346842885017395,245.18641662597656,0.041960140414449176,0.2346842885017395,25.693753833086333,8831,8831
9,all_hours,64.99954223632812,33.79301071166992,0.9486185788797484,0.9916204280375949,0.23516826331615448,245.69204711914062,0.041620428037594914,0.23516826331615448,25.735020569655877,8831,8831
10,all_hours,64.83136749267578,33.57594299316406,0.9488822128308498,0.9912807156607406,0.2362314611673355,246.80282592773438,0.04128071566074065,0.2362314611673355,25.731373274666847,8831,8831
11,all_hours,65.21036529541016,33.96738052368164,0.9482734282627463,0.9909410032838863,0.23649486899375916,247.07801818847656,0.04094100328388639,0.23649486899375916,25.88183482119898,8831,8831
