horizon_step,subset,RMSE,MAE,R2,CP,PINW,MPIW,Reliability,CWC,CRPS,n_samples,n_elements
1,all_hours,51.41316223144531,27.563405990600586,0.9502532258951173,0.981995244026724,0.17835105955600739,174.96238708496094,0.031995244026724046,0.17835105955600739,20.312936763672806,8831,8831
2,all_hours,53.687801361083984,27.904495239257812,0.9457540333541815,0.9767863209149587,0.17820733785629272,174.82139587402344,0.026786320914958694,0.17820733785629272,20.926758312465285,8831,8831
3,all_hours,59.13927459716797,29.944896697998047,0.9341784279089698,0.9667081870682822,0.178988978266716,175.5881805419922,0.016708187068282254,0.178988978266716,22.544704860131702,8831,8831
4,all_hours,65.41949462890625,33.01753234863281,0.9194564689504939,0.954025591665723,0.177020862698555,173.657470703125,0.004025591665723027,0.177020862698555,24.542302313939388,8831,8831
5,all_hours,70.24751281738281,35.008216857910156,0.9071293991142851,0.951081417732986,0.17746613919734955,174.0942840576172,0.0010814177329860897,0.17746613919734955,25.82917112760819,8831,8831
6,all_hours,74.12394714355469,37.16376876831055,0.8965976936408203,0.948363718718152,0.17506176233291626,171.735595703125,0.0016362812818480066,0.36504824074355974,27.1326382877868,8831,8831
7,all_hours,76.76820373535156,38.83027648925781,0.8890925584494228,0.9444004076548522,0.1757960468530655,172.45591735839844,0.00559959234514773,0.40839229633762214,28.232668294513857,8831,8831
8,all_hours,79.08391571044922,40.09352493286133,0.8823028269990925,0.9393047220020383,0.1737719178199768,170.47024536132812,0.01069527799796166,0.470408429275859,29.161100849978077,8831,8831
9,all_hours,81.16455078125,41.2950325012207,0.876024802943453,0.9353414109387386,0.17040015757083893,167.1625518798828,0.014658589061261385,0.5250315760011022,29.880948935926735,8831,8831
10,all_hours,82.72306060791016,42.25662612915039,0.8711988148972085,0.931944287170196,0.16810357570648193,164.90960693359375,0.018055712829804005,0.5827250330482718,30.5116235878985,8831,8831
11,all_hours,83.4779281616211,42.53618621826172,0.8687945045881948,0.937606160117767,0.17005136609077454,166.8203887939453,0.012393839882232971,0.4860672693208074,30.717885700549196,8831,8831
12,all_hours,84.08470916748047,42.457149505615234,0.8668145226779111,0.9360208356924471,0.17280662059783936,169.52330017089844,0.01397916430755286,0.520434079046833,30.844196456926706,8831,8831
13,all_hours,84.7488021850586,42.24892807006836,0.8646249048724969,0.9394179594609897,0.17749595642089844,174.12353515625,0.01058204053901024,0.4787789059575952,30.908745822962004,8831,8831
14,all_hours,85.66061401367188,42.7626838684082,0.861671360623136,0.9383988223304269,0.1775803118944168,174.20628356933594,0.011601177669573026,0.49476424982619793,31.21083251256585,8831,8831
15,all_hours,86.44361114501953,43.18803405761719,0.859132753378489,0.9362473106103499,0.17927008867263794,175.86395263671875,0.013752689389650019,0.5358391756282477,31.5556999480487,8831,8831
16,all_hours,87.30464172363281,44.02189636230469,0.8563180641500308,0.9340957988902729,0.1794494092464447,176.0398712158203,0.015904201109727012,0.5769130185777182,32.125436581909305,8831,8831
17,all_hours,87.73788452148438,44.232139587402344,0.8548870376825985,0.9348884611029329,0.18130595982074738,177.86114501953125,0.015111538897067067,0.5672772290998337,32.27730769615729,8831,8831
18,all_hours,87.65463256835938,44.377079010009766,0.8551580522220057,0.9339825614313215,0.18175965547561646,178.3062286376953,0.016017438568678433,0.5866260685658184,32.26323727041129,8831,8831
19,all_hours,87.57059478759766,44.39897918701172,0.8554348664289184,0.9348884611029329,0.18109546601772308,177.65464782714844,0.015111538897067067,0.5666186277971498,32.29402786900408,8831,8831
20,all_hours,87.34329223632812,44.549278259277344,0.8561843741739369,0.9377193975767184,0.1783757358789444,174.98660278320312,0.01228060242328155,0.5079897522117336,32.24538564074994,8831,8831
21,all_hours,86.75941467285156,44.34478759765625,0.858100714043731,0.9388517721662326,0.17644208669662476,173.08969116210938,0.011148227833767343,0.4845358286073212,31.955734971923054,8831,8831
22,all_hours,86.15121459960938,44.23821258544922,0.8600832396986589,0.9348884611029329,0.1744569092988968,171.14222717285156,0.015111538897067067,0.5458476500289555,31.783099386821497,8831,8831
23,all_hours,86.45814514160156,44.04096984863281,0.8590844995860362,0.9317178122522931,0.1740984469652176,170.7905731201172,0.018282187747706846,0.6083961774141604,31.886260732704343,8831,8831
24,all_hours,87.6563949584961,44.2202033996582,0.8551514292720569,0.930358962744876,0.1744087189435959,171.09495544433594,0.019641037255124005,0.6400676073353212,32.400312878042655,8831,8831
1,daylight,71.67374420166016,53.56787872314453,0.9152848675283369,0.9650088028169014,0.34689781069755554,340.02923583984375,0.015008802816901423,0.34689781069755554,39.4770124471819,4544,4544
2,daylight,74.84475708007812,54.23076629638672,0.9076230703770826,0.9548855633802817,0.34661826491355896,339.7552185058594,0.004885563380281788,0.34661826491355896,40.66993896509264,4544,4544
3,daylight,82.44451904296875,58.1961669921875,0.8879106575347275,0.9352992957746479,0.34813857078552246,341.24542236328125,0.01470070422535208,1.0742008561785017,43.81432408006669,4544,4544
4,daylight,91.1996078491211,64.16765594482422,0.8628402338569989,0.9106514084507042,0.34431055188179016,337.4931945800781,0.03934859154929571,2.80691206226503,47.69653867394338,4544,4544
5,daylight,97.93022918701172,68.03643798828125,0.8418481318975802,0.9049295774647887,0.345176637172699,338.3421325683594,0.04507042253521121,3.6316732089281674,50.19749344804312,4544,4544
6,daylight,103.34562683105469,72.24152374267578,0.8238602520939665,0.8996257979308827,0.3405749797821045,333.83160400390625,0.050374202069117247,4.567987593911227,52.742313167388346,4543,4543
7,daylight,107.0323257446289,75.48099517822266,0.8110958246202679,0.8919216376843495,0.3420034945011139,335.2318420410156,0.058078362315650445,6.58202601638011,54.88062815515119,4543,4543
8,daylight,110.26094055175781,77.93657684326172,0.7995616609932868,0.8820162887959498,0.33806562423706055,331.3719177246094,0.06798371120405011,10.459651031695525,56.68538005858605,4543,4543
9,daylight,113.16182708740234,80.27216339111328,0.7889137219141391,0.8743121285494166,0.33150604367256165,324.9422302246094,0.07568787145058331,14.920746971424606,58.08467093400156,4543,4543
10,daylight,115.33474731445312,82.14137268066406,0.7807431802830842,0.8677085626238169,0.32703813910484314,320.5627746582031,0.08229143737618305,20.350273900520623,59.31062027398891,4543,4543
11,daylight,116.38719940185547,82.68480682373047,0.7766870802900796,0.8787145058331499,0.3308275043964386,324.2771301269531,0.07128549416685004,12.013614179560436,59.71156694289015,4543,4543
12,daylight,117.23319244384766,82.53116607666016,0.7733404364944886,0.8756328417345367,0.3361876904964447,329.53118896484375,0.07436715826546325,14.186007757014703,59.957098593686936,4543,4543
13,daylight,118.15908813476562,82.12640380859375,0.769631819410141,0.8822364076601364,0.34531059861183167,338.47344970703125,0.06776359233986351,10.570647353598618,60.08257414980794,4543,4543
14,daylight,119.43035888671875,83.12508392333984,0.7646206011006491,0.8802553378824566,0.3454747200012207,338.63433837890625,0.06974466211754338,11.640894316595109,60.66979130937025,4543,4543
15,daylight,120.52204895019531,83.951904296875,0.7602986348214535,0.87607307946291,0.3487621247768402,341.85662841796875,0.07392692053708994,14.403799264183887,61.34016866414662,4543,4543
16,daylight,121.7225112915039,85.57283020019531,0.7554911704448217,0.8718908210433635,0.34911099076271057,342.1986083984375,0.0781091789566365,17.69045652723409,62.44766243778143,4543,4543
17,daylight,122.32655334472656,85.98151397705078,0.7530292095662161,0.87343165309267,0.35272279381752014,345.7388916015625,0.07656834690732994,16.574336431493542,62.74288009349878,4543,4543
18,daylight,122.21047973632812,86.26325225830078,0.7534695684343423,0.8716707021791767,0.3536054193973541,346.6040344238281,0.07832929782082321,18.112584808004723,62.71552901937092,4543,4543
19,daylight,122.07987213134766,86.28683471679688,0.7540158312615837,0.8734595070422535,0.3522357642650604,345.2615051269531,0.07654049295774645,16.528906157913667,62.761566925874796,4544,4544
20,daylight,121.76300048828125,86.57893371582031,0.7552911528766033,0.8789612676056338,0.3469458520412445,340.0763244628906,0.0710387323943662,12.448695758515365,62.667033581307834,4544,4544
21,daylight,120.94903564453125,86.18152618408203,0.7585518925739786,0.8811619718309859,0.34318482875823975,336.3897705078125,0.06883802816901408,11.06644565407972,62.104114334738675,4544,4544
22,daylight,120.10115051269531,85.97439575195312,0.7619252504036534,0.8734595070422535,0.3393235504627228,332.6049499511719,0.07654049295774645,15.922991620316763,61.76860710497813,4544,4544
23,daylight,120.52903747558594,85.591064453125,0.7602258485470612,0.8672975352112676,0.33862632513046265,331.9215393066406,0.08270246478873233,21.50185489188661,61.96909518717254,4544,4544
24,daylight,122.1994857788086,85.93939971923828,0.7535335500109261,0.8646566901408451,0.33922985196113586,332.5130920410156,0.08534330985915484,24.532829503708673,62.96812566593193,4544,4544
