city,season,HR,n,mean,median,q25,q75
Rize,Sonbahar,14,637,343.9665620094192,327.65,209.65,489.42
Rize,Sonbahar,15,637,230.89905808477238,202.52,121.47,344.12
Rize,Sonbahar,16,637,110.21623233908949,78.72,33.05,176.65
Rize,Sonbahar,17,637,28.28136577708006,6.7,0.0,45.12
Rize,Sonbahar,18,637,1.6539874411302982,0.0,0.0,0.0
Rize,Sonbahar,19,637,0.0,0.0,0.0,0.0
Rize,Sonbahar,20,637,0.0,0.0,0.0,0.0
Rize,Sonbahar,21,637,0.0,0.0,0.0,0.0
Rize,Sonbahar,22,637,0.0,0.0,0.0,0.0
Rize,Sonbahar,23,637,0.0,0.0,0.0,0.0
Van,Kış,0,632,0.0,0.0,0.0,0.0
Van,Kış,1,632,0.0,0.0,0.0,0.0
Van,Kış,2,632,0.0,0.0,0.0,0.0
Van,Kış,3,632,0.0,0.0,0.0,0.0
Van,Kış,4,632,0.0,0.0,0.0,0.0
Van,Kış,5,632,0.0,0.0,0.0,0.0
Van,Kış,6,632,0.0,0.0,0.0,0.0
Van,Kış,7,632,24.665822784810125,16.8,11.717500000000001,28.18
Van,Kış,8,632,138.6432753164557,132.975,102.5925,168.35
Van,Kış,9,632,272.0305063291139,278.46,212.82999999999998,325.1125
Van,Kış,10,632,376.81598101265826,395.275,299.57,450.91499999999996
Van,Kış,11,632,440.5707753164557,458.71000000000004,348.6375,524.285
Van,Kış,12,632,451.9387341772152,462.46500000000003,361.27,531.4775
Van,Kış,13,632,412.1539556962025,414.375,324.86,492.51
Van,Kış,14,632,322.1877848101266,314.69,248.0125,393.9175
Van,Kış,15,632,200.3836075949367,180.175,135.2425,256.0825
Van,Kış,16,632,68.30506329113925,48.05,22.1375,98.5175
Van,Kış,17,632,5.931376582278481,0.0,0.0,8.1125
Van,Kış,18,632,0.0,0.0,0.0,0.0
Van,Kış,19,632,0.0,0.0,0.0,0.0
Van,Kış,20,632,0.0,0.0,0.0,0.0
Van,Kış,21,632,0.0,0.0,0.0,0.0
Van,Kış,22,632,0.0,0.0,0.0,0.0
Van,Kış,23,632,0.0,0.0,0.0,0.0
Van,İlkbahar,0,582,0.0,0.0,0.0,0.0
Van,İlkbahar,1,582,0.0,0.0,0.0,0.0
Van,İlkbahar,2,582,0.0,0.0,0.0,0.0
Van,İlkbahar,3,582,0.0,0.0,0.0,0.0
Van,İlkbahar,4,582,0.0,0.0,0.0,0.0
