group,horizon_step,subset,RMSE,MAE,R2,CP,PINW,MPIW,Reliability,CWC,n_samples,n_elements,CRPS
Antalya,1,all_hours,51.93869400024414,30.120141983032227,0.9671574971973305,0.9470048692107349,0.1793714165687561,183.64584350585938,0.0029951307892650547,0.38772053954046337,8831,8831,
Antalya,2,all_hours,51.37635040283203,30.005552291870117,0.9678648217597109,0.941909183557921,0.17977753281593323,184.06163024902344,0.008090816442078985,0.4491946984067534,8831,8831,
Antalya,3,all_hours,53.88483428955078,30.9979190826416,0.9646501712247025,0.938965009625184,0.18030084669589996,184.597412109375,0.011034990374815923,0.4933550487276032,8831,8831,
Antalya,4,all_hours,58.08252716064453,32.827293395996094,0.9589280566963824,0.9373796851998641,0.1797165423631668,183.9991912841797,0.012620314800135812,0.5174971466565248,8831,8831,
Antalya,5,all_hours,61.923954010009766,34.6826171875,0.9533156246023058,0.9318310497112445,0.17966127395629883,183.94261169433594,0.018168950288755426,0.625305431775302,8831,8831,
Antalya,6,all_hours,64.84529876708984,36.239227294921875,0.948808355290715,0.9218661533235194,0.18002472817897797,184.31472778320312,0.028133846676480556,0.914963031074459,8831,8831,
Antalya,7,all_hours,66.25344848632812,36.70051956176758,0.9465620579957179,0.9206205412750538,0.18057012557983398,184.87310791015625,0.029379458724946184,0.9651058790133464,8831,8831,
Antalya,8,all_hours,66.78971862792969,36.53116989135742,0.9456895453655327,0.9226588155361793,0.18149346113204956,185.81845092773438,0.02734118446382061,0.8936365433730914,8831,8831,
Antalya,9,all_hours,67.34294891357422,36.53832244873047,0.9447792551180466,0.9190352168497339,0.18233831226825714,186.68344116210938,0.030964783150266073,1.0399084574598878,8831,8831,
Antalya,10,all_hours,68.1117172241211,36.89012145996094,0.9435065679775129,0.9165439927528026,0.18280351161956787,187.15972900390625,0.03345600724719733,1.1566096345226797,8831,8831,
Antalya,11,all_hours,68.95130157470703,37.44414138793945,0.9421033016018021,0.9167704676707055,0.1828082799911499,187.16461181640625,0.03322953232929449,1.1456745844432488,8831,8831,
Antalya,12,all_hours,69.46104431152344,37.68462371826172,0.9412469046377915,0.9175631298833654,0.18217700719833374,186.51829528808594,0.03243687011663454,1.104432495357176,8831,8831,
Antalya,13,all_hours,70.03833770751953,37.94889450073242,0.9402778635148941,0.914505718491677,0.18189705908298492,186.23167419433594,0.0354942815083229,1.2548340226254058,8831,8831,
Antalya,14,all_hours,70.82791137695312,38.6219482421875,0.9389286858531877,0.9137130562790171,0.1814100742340088,185.7330780029297,0.036286943720982845,1.294736127399122,8831,8831,
Antalya,15,all_hours,71.29749298095703,38.90281295776367,0.9381221730404429,0.9151851432453856,0.18202993273735046,186.36770629882812,0.034814856754614376,1.2198876463385504,8831,8831,
Antalya,16,all_hours,71.4355697631836,38.828617095947266,0.9378839104911352,0.9180160797191711,0.18276701867580414,187.1223602294922,0.03198392028082886,1.087290471714295,8831,8831,
Antalya,17,all_hours,71.2047348022461,38.44492721557617,0.9382830497933149,0.9197146416034424,0.18338139355182648,187.75137329101562,0.03028535839655755,1.0170500439045702,8831,8831,
Antalya,18,all_hours,71.58673095703125,38.92472839355469,0.9376172452030705,0.9173366549654626,0.18259099125862122,186.942138671875,0.03266334503453738,1.1174688447125494,8831,8831,
Antalya,19,all_hours,72.65951538085938,40.0115966796875,0.9357335209205883,0.9185822670139282,0.18297086656093597,187.33106994628906,0.031417732986071756,1.0632275849325161,8831,8831,
Antalya,20,all_hours,73.47418975830078,40.97288513183594,0.9342842949922563,0.9208470161929566,0.18278543651103973,187.14122009277344,0.029152983807043342,0.9680040576080002,8831,8831,
Antalya,21,all_hours,73.2720718383789,40.987281799316406,0.9346453568866386,0.9201675914392481,0.1815844029188156,185.91156005859375,0.029832408560751866,0.9885983925750479,8831,8831,
Antalya,22,all_hours,72.13607788085938,40.43968200683594,0.9366561327363354,0.9216396784056166,0.18019843101501465,184.49256896972656,0.028360321594383398,0.9242234916735179,8831,8831,
Antalya,23,all_hours,70.54967498779297,39.474403381347656,0.9394115847760067,0.9225455780772279,0.17872625589370728,182.9853057861328,0.027454421922772032,0.88399324193611,8831,8831,
Antalya,24,all_hours,69.71546936035156,38.92476272583008,0.9408359450467849,0.9261691767636734,0.17665918171405792,180.8689727783203,0.02383082323632657,0.7582478900138814,8831,8831,
Rize,1,all_hours,57.72811508178711,32.75809097290039,0.937282166964985,0.9269618389763333,0.14753535389900208,144.732177734375,0.023038161023666626,0.6143703583406674,8831,8831,
Rize,2,all_hours,57.08776092529297,32.41167068481445,0.9386658601709934,0.9235647152077907,0.14696145057678223,144.169189453125,0.026435284792209246,0.6980715193399176,8831,8831,
Rize,3,all_hours,61.5274543762207,34.07013702392578,0.9287550358463883,0.9158645679990941,0.14690764248371124,144.11639404296875,0.03413543200090585,0.9565363096440092,8831,8831,
Rize,4,all_hours,68.4953842163086,36.99498748779297,0.9117044366905105,0.9025025478428264,0.14658869802951813,143.8035125732422,0.0474974521571736,1.7223649691742218,8831,8831,
Rize,5,all_hours,74.992919921875,40.11473083496094,0.8941583087156066,0.8897067149813158,0.1471194326877594,144.32415771484375,0.06029328501868414,3.145743970460729,8831,8831,
Rize,6,all_hours,80.04679870605469,42.27568817138672,0.879412835337453,0.8800815309704451,0.14790958166122437,145.09930419921875,0.0699184690295549,5.02607555866844,8831,8831,
Rize,7,all_hours,83.52095031738281,43.609962463378906,0.8687229569704097,0.8761182199071453,0.14871886372566223,145.89320373535156,0.07388178009285462,6.128544613382383,8831,8831,
Rize,8,all_hours,86.02600860595703,44.54401779174805,0.8607326474489427,0.8737402332691654,0.14986097812652588,147.0136260986328,0.07625976673083457,6.93640010006288,8831,8831,
Rize,9,all_hours,87.85816192626953,45.2486686706543,0.8547332314950554,0.8664930358962745,0.15055908262729645,147.69845581054688,0.08350696410372549,9.946308013014532,8831,8831,
Rize,10,all_hours,89.3219985961914,46.180477142333984,0.8498298700701319,0.8670592231910316,0.15142585337162018,148.54876708984375,0.08294077680896839,9.72857199360537,8831,8831,
Rize,11,all_hours,90.30824279785156,47.01203918457031,0.846445135142168,0.860717925489752,0.1515912264585495,148.71099853515625,0.08928207451024794,13.316252260388216,8831,8831,
Rize,12,all_hours,91.11957550048828,47.407371520996094,0.843596614146801,0.8612841127845091,0.15181966125965118,148.93508911132812,0.08871588721549084,12.968307560997307,8831,8831,
Rize,13,all_hours,92.15746307373047,48.02618408203125,0.8399216477917191,0.8558487147548409,0.15217433869838715,149.28302001953125,0.09415128524515903,17.010351186886925,8831,8831,
Rize,14,all_hours,93.03860473632812,48.548343658447266,0.8368165805445322,0.8560751896727438,0.15215307474136353,149.2621612548828,0.09392481032725619,16.818179843330952,8831,8831,
Rize,15,all_hours,93.7830581665039,48.949913024902344,0.8341967744056878,0.8568678518854037,0.15228231251239777,149.38894653320312,0.09313214811459625,16.184306667824217,8831,8831,
Rize,16,all_hours,94.3203353881836,49.179683685302734,0.8322980395169379,0.8580002264749179,0.15259192883968353,149.69268798828125,0.09199977352508204,15.332923642746021,8831,8831,
Rize,17,all_hours,94.56456756591797,49.23671340942383,0.8314266967231602,0.856414902049598,0.15288347005844116,149.9786834716797,0.09358509795040193,16.61687420154544,8831,8831,
Rize,18,all_hours,94.52167510986328,49.530399322509766,0.8315746615497354,0.8547163401653267,0.1524094045162201,149.5136260986328,0.09528365983467324,18.020171047598343,8831,8831,
Rize,19,all_hours,94.4913101196289,49.93000411987305,0.8316819377049285,0.8586796512286264,0.15280897915363312,149.90560913085938,0.09132034877137352,14.846978717710268,8831,8831,
