group,RMSE,MAE,CP,PINW,MPIW,Reliability,CWC,CRPS,n_samples
Aggregate,76.79422870958547,55.11599373230154,0.6751170120409165,0.16481932249457046,172.19498528474327,0.2748829879590835,153467.64648198598,40.8160495104503,44155
Ankara,73.94867996946029,53.52272273195116,0.6906352621447175,0.17231586332849433,175.59503710556558,0.25936473785528247,73851.61485592515,39.644937637799444,8831
Antalya,71.04257533350437,50.988125684769834,0.7291548710980259,0.17841933275497335,182.6710628021263,0.22084512890197405,11143.969275073083,38.275285091070835,8831
Konya,74.79193851771815,53.81887605674472,0.7071868040614502,0.1744354549932224,180.5354581414374,0.24281319593854978,32678.23842384262,40.01735317422004,8831
Rize,84.7791490345139,60.97016898086256,0.5576473030611859,0.14872137956229664,145.8956743575584,0.392352696938814,49227067.89213742,44.85198043449805,8831
Van,78.67639327017883,56.28007520717943,0.6909608198392028,0.16872715573422717,176.2776940170285,0.2590391801607972,71145.97617341448,41.29069121466321,8831
