horizon_step,subset,RMSE,MAE,R2,CP,PINW,MPIW,Reliability,CWC,CRPS,n_samples,n_elements
1,all_hours,58.50141143798828,31.294559478759766,0.9355906400595403,0.9927528026271091,0.19741609692573547,193.66519165039062,0.04275280262710912,0.19741609692573547,22.10749584771374,8831,8831
2,all_hours,59.48981857299805,31.171960830688477,0.933395805710103,0.9901483410712264,0.1964484602212906,192.7159423828125,0.040148341071226445,0.1964484602212906,22.30898589527897,8831,8831
3,all_hours,63.27566909790039,32.590858459472656,0.9246488752722246,0.9869776922205866,0.19579529762268066,192.07518005371094,0.036977692220586666,0.19579529762268066,23.354397911412807,8831,8831
4,all_hours,67.47521209716797,34.35615921020508,0.9143150081494117,0.9844864681236553,0.19716933369636536,193.42311096191406,0.0344864681236553,0.19716933369636536,24.59185687540566,8831,8831
5,all_hours,70.7983169555664,35.91727828979492,0.9056673218125618,0.9822217189446268,0.1992095708847046,195.42459106445312,0.03222171894462689,0.1992095708847046,25.68610548337566,8831,8831
6,all_hours,73.48908233642578,37.16457748413086,0.8983613683396398,0.9814290567319669,0.2006574124097824,196.8449249267578,0.03142905673196694,0.2006574124097824,26.50710103514105,8831,8831
7,all_hours,75.37383270263672,37.9703254699707,0.8930848925645629,0.9796172573887442,0.2026539146900177,198.80349731445312,0.02961725738874421,0.2026539146900177,27.080034456702503,8831,8831
8,all_hours,76.82855224609375,38.78714370727539,0.8889202166038619,0.9788245951760842,0.20428724586963654,200.40579223632812,0.028824595176084267,0.20428724586963654,27.638382371021887,8831,8831
9,all_hours,78.18555450439453,39.646419525146484,0.8849583650198591,0.9779186955044729,0.20453019440174103,200.6441192626953,0.0279186955044729,0.20453019440174103,28.15934668748109,8831,8831
10,all_hours,79.14815521240234,40.19868850708008,0.8820906337379975,0.9750877590306873,0.20516826212406158,201.2700653076172,0.025087759030687384,0.20516826212406158,28.529344606231753,8831,8831
11,all_hours,79.82842254638672,40.647422790527344,0.8800158535638193,0.9770127958328615,0.20714332163333893,203.2075958251953,0.027012795832861536,0.20714332163333893,28.833391789485432,8831,8831
12,all_hours,80.51204681396484,41.10247802734375,0.8778918733236521,0.9768995583739101,0.2078423947095871,203.8933868408203,0.026899558373910115,0.2078423947095871,29.109375786824017,8831,8831
13,all_hours,81.22511291503906,41.74258804321289,0.8756481584255658,0.9761068961612501,0.20780418813228607,203.8559112548828,0.02610689616125017,0.20780418813228607,29.4184309300567,8831,8831
14,all_hours,81.89899444580078,42.1605224609375,0.8735534670761665,0.9761068961612501,0.20809513330459595,204.14132690429688,0.02610689616125017,0.20809513330459595,29.646862873047578,8831,8831
15,all_hours,82.1457748413086,42.30403518676758,0.8727919256515784,0.9767863209149587,0.20983517169952393,205.84829711914062,0.026786320914958694,0.20983517169952393,29.783395491564683,8831,8831
16,all_hours,82.53746032714844,42.552207946777344,0.8715808727630925,0.9762201336202015,0.21070562303066254,206.70220947265625,0.02622013362020159,0.21070562303066254,29.950533477632383,8831,8831
17,all_hours,82.56949615478516,42.40520477294922,0.8714798695845409,0.9765598459970558,0.21229185163974762,208.25830078125,0.026559845997055853,0.21229185163974762,29.95023749325948,8831,8831
18,all_hours,82.71717071533203,42.394840240478516,0.871015965195169,0.9766730834560072,0.2130250781774521,208.97760009765625,0.026673083456007274,0.2130250781774521,29.99251137840387,8831,8831
19,all_hours,83.16868591308594,42.71986770629883,0.8696033010130862,0.9759936587022987,0.21266208589076996,208.6215057373047,0.02599365870229875,0.21266208589076996,30.17214283141475,8831,8831
20,all_hours,83.71135711669922,43.12716293334961,0.8678960557571196,0.9745215717359302,0.21148085594177246,207.4627227783203,0.02452157173593028,0.21148085594177246,30.37559403784355,8831,8831
21,all_hours,84.06665802001953,43.46540451049805,0.8667722785495569,0.9731627222285132,0.20946693420410156,205.487060546875,0.023162722228513233,0.20946693420410156,30.537482824646837,8831,8831
22,all_hours,84.21337127685547,43.47093200683594,0.8663068811066517,0.9716906352621447,0.20632748305797577,202.40725708007812,0.021690635262144764,0.20632748305797577,30.574248578984562,8831,8831
23,all_hours,84.63318634033203,43.43159866333008,0.8649705932064969,0.9668214245272336,0.20398277044296265,200.1071014404297,0.016821424527233675,0.20398277044296265,30.717983040458208,8831,8831
24,all_hours,86.4345932006836,44.19978713989258,0.8591612433219353,0.9582153776469255,0.1991885006427765,195.40391540527344,0.008215377646925592,0.1991885006427765,31.529925242685252,8831,8831
1,daylight,81.55529022216797,60.819156646728516,0.8903155519538398,0.9859154929577465,0.38397982716560364,376.3770446777344,0.03591549295774654,0.38397982716560364,42.96463376566022,4544,4544
2,daylight,82.9332046508789,60.58089828491211,0.886577908940568,0.9808538732394366,0.3820977509021759,374.5322265625,0.03085387323943667,0.3820977509021759,43.356217966815265,4544,4544
