mode,city,horizon_step,season,n_calibration,k_cell,k_applied,fell_back,direction
city_season,Ankara,all,DJF,22271,1.1214219408321426,1.1214219408321426,False,wider
city_season,Ankara,all,MAM,6660,1.1037116505719768,1.1037116505719768,False,wider
city_season,Ankara,all,JJA,22212,0.9892673492510801,0.9892673492510801,False,narrower
city_season,Ankara,all,SON,24895,1.0328726873072125,1.0328726873072125,False,wider
city_season,Antalya,all,DJF,22487,0.8654893196074066,0.8654893196074066,False,narrower
city_season,Antalya,all,MAM,6660,0.980088929033755,0.980088929033755,False,narrower
city_season,Antalya,all,JJA,21896,0.8622201404868647,0.8622201404868647,False,narrower
city_season,Antalya,all,SON,24842,0.8868195298750456,0.8868195298750456,False,narrower
city_season,Konya,all,DJF,22391,1.06353904592768,1.06353904592768,False,wider
city_season,Konya,all,MAM,6660,1.1871191669129264,1.1871191669129264,False,wider
city_season,Konya,all,JJA,21972,0.9866582242393092,0.9866582242393092,False,narrower
city_season,Konya,all,SON,25063,1.0255269264755056,1.0255269264755056,False,wider
city_season,Rize,all,DJF,21342,1.1091156475601727,1.1091156475601727,False,wider
city_season,Rize,all,MAM,6685,1.2579941850171417,1.2579941850171417,False,wider
city_season,Rize,all,JJA,22670,1.119990705185122,1.119990705185122,False,wider
city_season,Rize,all,SON,24596,1.1373899123643698,1.1373899123643698,False,wider
city_season,Van,all,DJF,22391,0.972875775681531,0.972875775681531,False,narrower
city_season,Van,all,MAM,6660,1.1395141188397853,1.1395141188397853,False,wider
city_season,Van,all,JJA,22472,1.0168015533856078,1.0168015533856078,False,wider
city_season,Van,all,SON,24650,1.043421582584148,1.043421582584148,False,wider
