group,RMSE,MAE,CP,PINW,MPIW,Reliability,CWC,CRPS,n_samples
Aggregate,87.35734152663876,66.1676784741797,0.6701430566564753,0.21237079689933896,221.87438762342657,0.2798569433435246,253577.94105716242,48.40617821583722,44155
Ankara,85.99423043285496,65.54662469244103,0.6728003623598686,0.21914094726387018,223.31120317571464,0.27719963764013134,229106.60016727506,47.70270519018988,8831
Antalya,84.624163136717,64.05897652884816,0.7178311252028838,0.22543348914590097,230.80556584093299,0.23216887479711612,24803.070052516032,46.93191182553034,8831
Konya,86.54033415767606,65.32373449506656,0.7038698901596648,0.22553665704062545,233.42366784378558,0.24613010984033512,49873.11903632323,48.17215155768181,8831
Rize,92.8373955165876,71.30814039389315,0.532013173291058,0.1875502905152587,183.98683626531243,0.41798682670894194,223658989.7898997,51.34586453236417,8831
Van,86.55782746958715,64.60091626064936,0.7242007322689012,0.22765701613205977,237.84466499138767,0.2257992677310987,18216.094333784957,47.87825797341998,8831
